-1	0.5743190234709057	0.024306672590892715	[1,1,1,1,1]
3	0.5626551270254286	0.023064806117833406	[1.0,1.026753013348009,1.0679383356766068,1.1209693576109938,1.1999924166505958]
5	0.5549611569541529	0.014791587287136438	[1.0,1.0699656609193038,1.0576808871116343,1.1837018911486468,1.1880950134150963]
16	0.5442451755699933	0.020294877597303158	[1.0,1.042015731232307,1.1629108809237807,1.309029215294868,1.2764036632410731]
21	0.5393805514299655	0.010771859949260209	[1.0,1.001273689758431,1.1490398042868706,1.3688319566102094,1.3426556642249738]
22	0.5374919712778973	0.017051684939092548	[1.0,1.0167286689933157,1.2799866869111645,1.4411785258382226,1.4795677437123704]
23	0.5306033812324675	0.014996101383226835	[1.0,1.0009467606027251,1.4165210303234956,1.6112333169096074,1.6278408316500972]
25	0.5226356329374618	0.00893377592254481	[1.0,1.1249739935428251,1.6063330081040594,1.7582086838980135,1.8747236541638848]
28	0.5189775621044215	0.013297292725698425	[1.0,1.2138379656727667,1.7130623236218632,1.727597484186852,1.9504121116726474]
30	0.5118622084164304	0.01650514662353125	[1.0,1.2489263572082747,1.8738114404767405,1.8530638441086833,2.0627006695101824]
85	0.5112344508433807	0.015669909620227095	[1.0,1.2323795970491163,1.8547689610583638,1.886190446140621,2.0726288349758577]
117	0.5062820263049842	0.023020147760933377	[1.0,1.3050902905117272,1.990708220108911,2.0081618992121637,2.4054359253126836]
119	0.5043249909672419	0.016514907561030637	[1.0,1.472135996812573,2.2752628663301357,2.1067604727709095,2.5494518267393347]
120	0.5005687863077366	0.02149146044854361	[1.0,1.650723431910283,2.42173950292712,2.1420749783765154,2.6585175847515736]
123	0.4965550656442418	0.015873105098606403	[1.0,1.5716048548176174,2.379407971181711,2.1046454161436428,2.651260440110809]
136	0.49463137162592524	0.014059934195061803	[1.0,1.619736501871871,2.5756549470991286,2.2833937464901695,2.920933298310607]
242	0.49379750248898824	0.014997206912577249	[1.0,1.5629937053171123,2.453302810343668,2.171017243998316,2.8766605765747517]
266	0.4914927775908532	0.01831287897184997	[1.0,1.7549948876389199,2.693853800541776,2.3008149960679876,3.20269235000399]
288	0.49083539012729294	0.01993110117664447	[1.0,2.0048266628176865,2.9193985389967034,2.482641539118249,3.5882818136927335]
300	0.49074194849769853	0.015513502048215085	[1.0,1.8676320784223328,2.82469358493058,2.301934300910451,3.4533622141113938]
324	0.48928635466056747	0.021972426102852133	[1.0,2.1610786042956494,3.080989349082004,2.457744873561595,3.922443474123957]
348	0.4859531169641736	0.01992865327089378	[1.0,1.9849536438664346,2.978918246441212,2.312289044760622,3.7640888583088135]
448	0.48564222406708846	0.019036479709770234	[1.0,2.069551258347059,2.9957942778593805,2.2989224298982505,3.7624472371046256]
734	0.48488499861017126	0.01765245421551301	[1.0,2.0185212669580515,3.0322376525392127,2.289910634082811,3.7469554240720218]
