flow;avg;median;std;gini;herf;hoov;palm;thlt;thll;max;top01;top02;top05;top10;pc20;pc50;pc80
178;261.195;257.5;28.9340107;0.060394629;6.17E-05;0.042539673;3.832095097;0.005977604;-0.005863034;372;357.02;341.02;314.05;294;236.8;257.5;282
179;260.88;258;25.21379781;0.053377415;4.69E-05;0.037410304;3.930758988;0.004596223;-0.004546404;361;336.05;320.1;303.1;293;240;258;281.2
180;262.955;258;25.57582794;0.053745413;4.75E-05;0.038465042;3.924995277;0.004638904;-0.004572603;379;325;316;309.15;299.1;243;258;285
181;261.95;257.5;26.14569754;0.054435007;5.01E-05;0.038752625;3.904567397;0.004857098;-0.004760814;358;339.14;332.08;307.05;295;241.8;257.5;283
182;261.745;259;25.18154036;0.053839901;4.65E-05;0.038557757;3.910083256;0.004560501;-0.004513485;357;324;321.04;304.15;293.1;238.8;259;284
183;262.09;262;26.73390918;0.057135717;5.23E-05;0.040695563;3.869743208;0.005148511;-0.005120819;347;339.03;322.18;306.1;295;237;262;283
184;258.76;256.5;22.28323136;0.047788298;3.73E-05;0.034240996;3.906600723;0.003655927;-0.003618297;335;321.1;316.04;298.05;285.1;238;256.5;275
185;262.925;261;26.98813397;0.057780641;5.29E-05;0.041113911;4.065846034;0.005213753;-0.005183823;344;334.01;325.08;313.05;299.2;239.8;261;282
186;260.885;257.5;24.974022;0.052810913;4.60E-05;0.037867451;3.851321176;0.004498621;-0.00443867;360;328.22;313.04;306;292;240;257.5;282
187;261.835;257.5;27.61988007;0.056934615;5.59E-05;0.039557737;3.848265628;0.005414654;-0.005303483;363;353.1;326.54;310.1;297.3;239.8;257.5;278.2
188;262.17;257.5;26.01905263;0.055094786;4.95E-05;0.039393333;3.795621781;0.004832117;-0.004763422;362;335.05;323.02;309.05;299;240;257.5;284
189;258.89;255;23.71176712;0.04946232;4.22E-05;0.034656804;3.89360498;0.004103603;-0.004035982;361;333;317.08;306.15;286.1;241;255;275
190;262.82;259.5;26.0880739;0.055773533;4.95E-05;0.04015562;3.839522059;0.004862359;-0.004819681;348;322.22;317.06;311.05;299.1;237;259.5;283
191;259.38;256.5;23.92270052;0.050955548;4.27E-05;0.036024366;4.013253938;0.004177213;-0.004120674;345;332.11;318.06;302.05;291.2;239;256.5;277
192;259.73;256;29.10080927;0.060333616;6.31E-05;0.04235379;4.244823386;0.00607961;-0.005932422;380;357.01;342.28;307.2;291.1;235;256;279
193;262.355;259.5;25.44089179;0.053438947;4.73E-05;0.037760668;4.06616944;0.004626753;-0.004576469;356;333.08;325.04;307.3;294;240.8;259.5;279
194;260.67;258;26.17691922;0.055252618;5.07E-05;0.039270917;4.060311284;0.004934362;-0.004854948;362;343.08;329.1;304.1;294.1;238;258;279.2
195;262.535;260.5;25.14455756;0.05351696;4.61E-05;0.037863618;3.959551842;0.004526306;-0.004486404;353;329.07;319.02;309.15;295.1;240;260.5;281.2
196;260.02;258;24.17663335;0.052150988;4.34E-05;0.036712561;3.98920586;0.004269559;-0.004232677;332;324.03;310.1;303.05;298;238;258;279.2
197;259.3;258.5;23.54824834;0.050866757;4.14E-05;0.035510991;4.100743349;0.004088914;-0.004070436;333;318.12;310;302;295;238.8;258.5;277
198;260.015;256;26.46516153;0.054979809;5.21E-05;0.038993616;3.973704415;0.005045786;-0.004945332;358;346.12;333.24;304.05;294;239;256;278.2
199;261.545;259;25.7386475;0.055329962;4.87E-05;0.039472557;3.858995738;0.004822035;-0.004824539;343;325.01;320.1;304.05;296.1;241;259;281.2
200;260.4;256;25.27726251;0.053193932;4.74E-05;0.037100614;4.083644952;0.004633879;-0.004579919;336;329.06;325.06;313.05;294.1;241.8;256;279
201;261.45;256;25.53854929;0.053980876;4.79E-05;0.03842226;4.044401168;0.004688885;-0.004630659;363;329.08;320.04;304.15;294.1;241.8;256;285.2
202;261.625;257;23.60856571;0.049436694;4.09E-05;0.035315337;4.020505941;0.003982515;-0.003911763;352;334.01;317.28;304.05;291.1;242.8;257;281.2
203;260.1;257;23.50659482;0.049790273;4.10E-05;0.03535371;3.955130632;0.004019177;-0.003973795;355;323.06;319.04;303.05;288;240;257;277.2
204;262.805;262;23.30165177;0.049804893;3.95E-05;0.035644775;4.11643026;0.003901417;-0.003886791;334;327;318.1;301;293;243;262;282.2
205;260.545;257.5;24.83944393;0.053477614;4.57E-05;0.038034697;3.927370031;0.004488639;-0.004451426;336;326.03;321.04;302.25;294.1;238.8;257.5;280.2
206;261.11;257.5;25.35483977;0.053671058;4.74E-05;0.038178545;4.150158479;0.00463336;-0.004575178;356;327.05;323.04;306.25;294.1;242;257.5;280.2
207;260;258;25.05314352;0.053435577;4.67E-05;0.037384615;3.97488408;0.004580885;-0.004542041;358;321.01;316.08;306;296.1;238;258;279
208;259.37;258.5;24.04315079;0.052246983;4.32E-05;0.037039172;3.888552507;0.004294418;-0.004310521;326;322.04;309.02;297.1;291;239.8;258.5;280.2
209;264.04;259;27.10642728;0.056333321;5.30E-05;0.039647781;3.979356061;0.005161214;-0.005081319;367;336;327.02;316.1;303;244;259;286
210;265.01;264;26.35924695;0.056231086;4.97E-05;0.039848496;3.963592233;0.004911708;-0.004897853;343;330.03;324.04;312;300.1;243;264;288
211;265.84;264;27.47224781;0.058840844;5.37E-05;0.042967951;4.00897364;0.005316023;-0.005315215;342;328.14;326.02;311.05;301;239;264;291
212;260.065;260;24.31215283;0.053185454;4.39E-05;0.038561417;4.265773991;0.004337692;-0.004320482;326;315.09;313.04;304.05;295.1;238.6;260;280.2
213;263.695;259.5;26.17712694;0.056257703;4.95E-05;0.041392044;4.136678201;0.004888239;-0.004869466;353;320.22;314.02;306.05;298.1;241;259.5;287
214;261.685;260;22.38047754;0.048437339;3.68E-05;0.034849628;4.056186261;0.003636563;-0.003627564;333;317.06;310.12;299;289.1;242;260;281.2
215;261.27;261;23.10534787;0.050022773;3.93E-05;0.036242393;3.739959655;0.003884949;-0.0038728;331;320.06;310.12;302.15;289.1;239;261;279.2
216;264.175;263;24.59012759;0.052078073;4.35E-05;0.037107031;4.006193149;0.004278389;-0.004243178;358;325.09;320.04;307.05;295.1;243;263;283.2
217;260.33;257.5;22.98567162;0.048990512;3.92E-05;0.03461568;3.909004197;0.003844855;-0.003807098;335;324.03;317.04;307;290.1;242;257.5;275.4
218;262.95;262;24.75333311;0.052393991;4.45E-05;0.036944286;4.134384236;0.004373919;-0.00433839;368;321.12;317.02;305;294.1;240;262;283
219;262.285;257.5;26.1065849;0.054928132;4.98E-05;0.039418476;3.827945205;0.00485155;-0.004773919;352;342.02;322.06;314.15;297.2;242;257.5;282.2
220;263.27;260;24.6817159;0.050956812;4.42E-05;0.035438333;3.854555639;0.004330237;-0.004291087;364;337.03;319.32;308.05;292;245;260;279
221;261.075;258;25.76178129;0.054291774;4.89E-05;0.038546395;3.912878788;0.004773404;-0.004704135;364;332.01;328.04;309;293;239;258;283
222;261.12;257;25.4274576;0.053838657;4.77E-05;0.038278186;3.74358511;0.004648025;-0.004575813;337;332.04;322.14;311.05;296.1;241;257;281
223;261.915;259;25.81235702;0.054685203;4.88E-05;0.03945593;3.972756716;0.00476707;-0.004701707;362;332.05;320.08;310.05;295;238;259;281
224;262.995;259.5;26.57583442;0.05634109;5.13E-05;0.040522824;3.887371375;0.00502626;-0.004972149;360;332.01;329.02;312;298.1;241;259.5;284
225;264.355;261;26.17286715;0.055434075;4.93E-05;0.039474381;4.131991484;0.004833737;-0.004787542;334;334;328.06;313.15;299.1;242.8;261;285.4
226;261.61;259;24.71938308;0.053495661;4.49E-05;0.038092963;4.033563483;0.00443425;-0.00442095;330;319.04;317;304;296;240;259;283.4
227;262.09;259;26.06553088;0.055706818;4.97E-05;0.039849098;3.960022629;0.004879365;-0.004836421;354;326.15;323.02;309.1;295;238.8;259;282
228;264.52;263.5;26.12163088;0.055488054;4.90E-05;0.038949796;3.918203838;0.00481421;-0.004772733;338;331.02;324.08;315.05;302.1;240.8;263.5;284.2
229;264.46;262;24.89374219;0.05303562;4.45E-05;0.038138471;4.024842347;0.004386477;-0.004360317;348;328.04;319.16;305.05;299;242;262;284
230;260.035;256;25.73662322;0.053096218;4.92E-05;0.037341608;3.99129257;0.004769081;-0.004677947;399;321.05;316.04;311.05;291.3;241.8;256;277.2
231;263.435;260.5;24.33219626;0.051529884;4.29E-05;0.036820848;3.975683891;0.004200841;-0.00415359;348;331.08;317.08;310.05;295.1;241.8;260.5;282.2
232;266.195;262;25.8402201;0.053086929;4.74E-05;0.037480512;3.979321908;0.004613003;-0.004538899;352;349.02;331.04;313.1;300.2;245;262;286
233;264.16;260;27.98239447;0.059025969;5.64E-05;0.042075257;4.004407819;0.005525612;-0.005469643;339;339;335;317.2;303.1;243;260;284
234;260.13;258;22.50362415;0.047148926;3.76E-05;0.032609849;3.931165621;0.00367174;-0.003621089;370;324.08;312.04;297.05;288;241.8;258;275.2
235;261.79;259.5;26.43815236;0.055985523;5.13E-05;0.039346614;4.085708708;0.005019439;-0.004966169;353;337.04;330.08;307.1;294.5;240.6;259.5;282.2
236;264.79;262;26.90995912;0.056137505;5.19E-05;0.039758488;3.897247706;0.005070974;-0.0050058;361;347.03;328.08;314.2;299;242.8;262;286
237;264.77;263;23.84611289;0.049965253;4.08E-05;0.03514522;3.963990998;0.004007988;-0.003977761;343;337.02;327.14;306.05;293.2;243;263;281.2
238;260.955;257;23.59370626;0.050468951;4.11E-05;0.035907532;4.062194406;0.004033804;-0.003996013;330;326.04;317.04;305.05;292.2;241;257;278.2
239;262.515;258;26.91003112;0.056205074;5.28E-05;0.040297507;4.165181224;0.005131592;-0.005039747;362;352.02;332.06;308.1;295.2;240.8;258;283
240;263.38;260;26.67462465;0.056459868;5.15E-05;0.040642797;3.96851887;0.005055295;-0.005009101;363;342.14;315.04;306.25;297.1;242;260;285.2
241;261.28;261;23.49918296;0.04910307;4.06E-05;0.034092927;4.085730949;0.003982198;-0.003939473;343;334.07;327.02;299.35;286.1;242;261;277
242;260.965;261;25.98352892;0.054859751;4.98E-05;0.038693599;4.075335799;0.00486421;-0.004800126;365;349.06;319;303.05;292.1;238.8;261;280
243;263.425;259.5;26.05137952;0.05481323;4.91E-05;0.039138749;3.953620985;0.004795812;-0.004725575;352;346.06;324.18;308;297.2;241.8;259.5;285
244;265.795;262;26.78400596;0.05683412;5.10E-05;0.041277018;3.813025979;0.005021659;-0.004987674;347;333.06;322.16;314.05;302.1;242;262;289.2
245;265.42;260;25.63364196;0.053021626;4.69E-05;0.037560847;3.960211201;0.004557889;-0.004473421;353;338.03;333.02;315.05;302.1;244;260;285.2
246;265.045;263;25.42779926;0.053052218;4.63E-05;0.037274897;4.091275168;0.004525855;-0.004471637;347;341.03;334.02;308.2;298.1;244.8;263;284
247;265.35;263;27.81667665;0.058036932;5.52E-05;0.040321274;4.146002317;0.005412547;-0.005360288;351;342.06;328.02;321.1;302.3;242;263;287.2
248;263.33;259;26.05266013;0.055874188;4.92E-05;0.040556716;3.961868446;0.004841733;-0.0048091;339;328.09;317.14;308;298.1;241;259;287.2
249;263.675;260.5;25.37379307;0.053282545;4.65E-05;0.037828766;4.055352681;0.004546297;-0.00448376;354;335.03;321.18;310.25;300.2;243;260.5;281
250;260.875;257.5;27.96353653;0.05865884;5.77E-05;0.0414207;3.953814121;0.005589271;-0.005466634;356;342.03;334.08;313.2;300;236.8;257.5;279.4
251;262.04;257;23.39633305;0.048790643;4.01E-05;0.034528316;3.890601783;0.003900301;-0.003832354;349;332.02;323.14;302.05;296;242.8;257;279
252;265.585;262;27.42631537;0.057970424;5.36E-05;0.041203287;4.091661852;0.00526127;-0.005215087;351;335.01;326.06;318;305.2;243;262;288
253;264.065;261;27.58442994;0.056528601;5.48E-05;0.039677257;4.193087008;0.005302002;-0.005187654;399;341.03;336.08;314.1;298;242;261;282.2
254;261.94;260;26.30126233;0.056330457;5.07E-05;0.040061846;3.953874883;0.0049756;-0.004932839;342;331.1;321.04;309;299;239;260;284
255;260.17;257.5;25.54958121;0.053480417;4.85E-05;0.037870047;3.837614851;0.004700287;-0.004606868;363;344.11;326.04;307.05;290.3;239.8;257.5;277
256;262.86;257;26.38712565;0.055213041;5.06E-05;0.039226204;4.092084942;0.004941131;-0.004868537;342;338.03;329.08;313.05;302.1;242;257;284
257;263.18;261;25.5334604;0.05476214;4.73E-05;0.038711528;4.035040431;0.004672582;-0.004658169;333;325.05;317.1;307.2;299;241;261;285.4
258;263.195;259;24.81586136;0.053054104;4.47E-05;0.038128289;4.219749652;0.004395378;-0.004362474;334;321.05;317.02;313;296;242.8;259;282.2
259;266.22;260.5;28.08579;0.058596462;5.59E-05;0.041775599;4.090231313;0.005450155;-0.005362834;350;342.06;337.04;323;302;241.8;260.5;290.2
260;264.755;260.5;25.95390096;0.054620404;4.83E-05;0.03936309;4.007183365;0.004727409;-0.004670968;343;332.01;329.02;317.05;299.2;242.8;260.5;285.2
261;263.11;261.5;26.51373041;0.055250276;5.10E-05;0.039178671;4.154365079;0.004962096;-0.004877393;379;339.14;326.08;309.05;297.2;240.8;261.5;281.2
262;263.05;261;23.41233649;0.050124501;3.98E-05;0.035758411;3.996554364;0.003936563;-0.003927049;344;318.03;310;302.05;296.1;244.8;261;283
263;262.31;260.5;25.55139722;0.054557585;4.77E-05;0.038279898;4.048714479;0.004696198;-0.004669379;337;333.01;327.04;309.05;296.2;240;260.5;282.2
264;261.16;259;25.88;0.055204281;4.93E-05;0.039387349;4.286345382;0.004825302;-0.004763208;345;332;326.1;308;295.1;239.8;259;281
265;264.585;262;26.75449074;0.055010961;5.14E-05;0.039157643;4.027386839;0.004977289;-0.00487944;406;336.01;327.1;307.05;296.1;242.8;262;287
266;264.375;261;28.62017427;0.059307707;5.89E-05;0.04163357;3.957865169;0.005750643;-0.005680144;365;347.11;334.08;320.05;299.2;242;261;284.6
267;263.17;259;26.64809749;0.055995934;5.15E-05;0.039886385;3.996722576;0.005031529;-0.004964056;365;343;327.12;310.1;298;240.8;259;285
268;263.39;262;25.75457047;0.054210486;4.80E-05;0.038459129;3.993310398;0.004708245;-0.004660804;353;353;316.22;305.05;294.1;242;262;285
269;265.875;265;26.68687646;0.055174894;5.06E-05;0.038603667;3.909929863;0.00494949;-0.00489137;370;340.22;334.1;307.25;298;243;265;285
270;265.05;263.5;23.55138;0.049625731;3.97E-05;0.034603848;4.034619003;0.003923594;-0.003915042;337;318;316.02;310.05;299;245.8;263.5;283
271;266.025;264;24.69118011;0.051824922;4.33E-05;0.037377596;3.988653555;0.004238252;-0.004187175;354;324.29;323.02;306.3;298.2;243;264;287.2
272;263.325;261;25.44168577;0.053579702;4.69E-05;0.037711953;4.088511137;0.004612039;-0.004580659;363;333.01;324.06;305.1;295;243.6;261;283
273;265.44;262.5;25.5122794;0.053733989;4.64E-05;0.038444846;3.862400592;0.004553075;-0.004506279;344;324.1;322;317;303.1;243.8;262.5;285.2
274;265.84;263;26.32364716;0.054710728;4.93E-05;0.038599157;4.031155589;0.004824292;-0.0047708;353;329.24;328;318.05;303;245.8;263;285
275;263.96;261;27.06359917;0.055575655;5.28E-05;0.038807395;4.024562072;0.005128241;-0.005035544;379;342.15;335.02;308.2;294;240.6;261;282.4
276;263.11;260;25.3359014;0.05241667;4.66E-05;0.037064916;3.819370282;0.004518846;-0.00443047;389;334.09;316.28;302.25;298;242;260;282
277;262.975;260;23.36416861;0.04973334;3.97E-05;0.035903603;4.024684379;0.003908223;-0.00388428;333;322.04;320.02;305.05;298;244;260;281
278;263.73;262;25.16996424;0.053530694;4.58E-05;0.037907329;4.043243243;0.004504805;-0.004474625;343;332;326;308.05;296;241.8;262;285.2
279;263.875;260;25.88724348;0.054542397;4.84E-05;0.039346281;3.962065728;0.004721598;-0.004653537;359;333.13;326.06;305.05;298;243;260;285
280;264.165;262;23.70311741;0.049585202;4.05E-05;0.034958927;4.136058452;0.003965768;-0.003923645;355;321.2;319.02;305.1;295.2;244;262;284.2
281;265.475;261;27.02497687;0.056722949;5.21E-05;0.040778793;4.006596306;0.005082298;-0.005007101;354;334.17;324.1;318;305.1;240.8;261;285.4
282;267.3;262;26.87042984;0.054436401;5.08E-05;0.038598952;4.149884704;0.004908521;-0.00479294;360;355.02;342.18;319.1;303.2;246;262;286.2
283;265.985;264;27.66197345;0.057889825;5.43E-05;0.040667331;4.056420973;0.005339107;-0.005301593;375;340.2;318.08;311;303;244;264;290
284;263.23;264;26.13153459;0.055556358;4.95E-05;0.03967139;4.019447092;0.004872968;-0.004842475;352;346.06;314.12;305.05;297.1;238.8;264;282
285;261.875;256.5;25.7441134;0.055265012;4.86E-05;0.040212411;4.223713198;0.00477541;-0.00473862;333;325.04;321;310.05;298;239.8;256.5;284
286;263.34;261;26.59275089;0.056509645;5.12E-05;0.040132908;4.110167856;0.005031574;-0.00498858;349;335.01;323.24;311.05;299.1;241.8;261;285.2
287;264.745;262.5;26.57103639;0.054987157;5.06E-05;0.038985156;4.010157148;0.004911985;-0.004814679;357;349.07;336.06;314.35;298;241.8;262.5;282.4
288;266.795;264;26.26562345;0.054296464;4.87E-05;0.037876741;4.161707883;0.00475943;-0.004698442;364;352.02;324.3;312.05;302;245.6;264;287
289;262.205;258.5;26.5496323;0.056135753;5.15E-05;0.039803684;4.023425499;0.005034077;-0.004968434;355;341.01;330.12;309;296.1;240;258.5;282.2
290;264.195;261;26.48427788;0.055298075;5.05E-05;0.039051647;4.005110733;0.004941533;-0.00488574;355;352;328.04;309.05;300;243;261;284.4
291;267.105;264;24.92215831;0.052760244;4.37E-05;0.038478314;4.190205681;0.004312164;-0.004287439;342;333.03;323.06;309.05;301;245;264;289
292;263.58;262;28.05287151;0.058369565;5.69E-05;0.040703771;4.197717883;0.005537342;-0.005444783;372;337.02;332.08;323;303;240.8;262;280.4
293;267.035;265.5;23.18175522;0.049053214;3.79E-05;0.034486397;3.932678042;0.00375894;-0.003762538;327;320.02;319.02;307;300;248;265.5;287
294;262.205;257;23.86342337;0.050542419;4.16E-05;0.036516466;4.192624559;0.004070164;-0.004015932;355;324.01;318.04;303.2;295.1;241;257;280.2
295;263.435;259;26.08708061;0.054626663;4.93E-05;0.038882267;4.040493637;0.004799666;-0.004719871;351;334.14;327.12;313.1;299.1;242.8;259;283.2
296;265.89;264.5;26.80499767;0.054643462;5.11E-05;0.038263568;3.964725962;0.004954887;-0.004865485;402;337.24;328.14;307.25;294.4;244;264.5;285.4
297;262.135;260.5;26.47974273;0.053895035;5.13E-05;0.037213363;4.058596762;0.004952768;-0.004837851;357;352.04;339.2;311.35;291;240.8;260.5;278.2
298;264.62;260;25.84599776;0.05515664;4.79E-05;0.04046973;3.982964225;0.004704443;-0.004656596;337;329.07;319.12;312.05;301.1;241.8;260;287.2
299;261;259;25.0049995;0.052844828;4.61E-05;0.036915709;4.121592469;0.004509821;-0.004453593;353;342.06;314.2;303;294.1;240.8;259;280.2
300;262.43;255.5;25.8450208;0.053895324;4.87E-05;0.039447853;4.107219722;0.004743456;-0.004661944;363;333.09;324.12;310;298;242;255.5;283.4
301;266.565;265.5;28.60726787;0.057106616;5.79E-05;0.039795735;3.954921112;0.005550409;-0.005393509;418;354.1;340.2;317.05;298.3;241;265.5;283.2
302;266.815;264;29.10310593;0.059229335;5.98E-05;0.041980492;3.893747674;0.005772526;-0.005646205;422;342.01;335.04;317.1;301.1;243;264;287.2
303;268.215;265;26.86072923;0.055503887;5.04E-05;0.039380907;4.110339506;0.004916573;-0.004844484;376;337.17;330.08;318.05;301.1;244;265;290
304;264.6;264.5;23.61524931;0.049950113;4.00E-05;0.034996221;4.050456969;0.003961273;-0.003955859;338;328.04;320.08;305.15;295;244;264.5;282
305;268.195;265;26.70293944;0.0552006;4.98E-05;0.038976211;4.036493604;0.004883151;-0.004834247;356;343.04;323.38;318.05;307.1;248;265;286.2
306;268.335;264;27.53330302;0.057403712;5.29E-05;0.040723722;3.931451613;0.005191133;-0.005142757;355;337.01;332.06;317.05;307.3;246;264;290
307;266.14;261.5;24.64224827;0.051642557;4.31E-05;0.036985797;4.01965602;0.004219442;-0.004169565;350;328.16;320.16;311.05;299.2;244.8;261.5;286.2
308;264.135;261;27.44297314;0.05735921;5.42E-05;0.040490374;4.006849315;0.005306266;-0.005245043;363;337.02;329.14;315.15;304.1;244;261;284.2
309;264.345;261.5;25.7003108;0.052829541;4.75E-05;0.037291608;4.10270793;0.004607396;-0.004516883;383;336.04;326.12;312;297;242;261.5;281.2
310;266.33;261;26.91024154;0.055597567;5.13E-05;0.040556453;4.099265398;0.004987904;-0.004896606;362;334.19;332.02;314.35;305.1;244.8;261;287
311;265.49;265;25.435603;0.053365287;4.61E-05;0.037505179;3.932699478;0.004529275;-0.004490416;354;341.01;322.32;307.05;299;243.8;265;286
312;268.075;267;28.60540814;0.059684883;5.72E-05;0.042152849;4.190891473;0.005610032;-0.005555207;341;340;338.02;324.05;309;243;267;288.4
313;266.55;264.5;26.74186792;0.05330951;5.06E-05;0.037292253;4.001679731;0.004862462;-0.004737287;422;337.06;331.1;313.1;298.1;245.8;264.5;286
314;265.955;264;25.29986117;0.053308924;4.55E-05;0.037455961;4.048295455;0.004460877;-0.004415187;348;332.01;323.12;313.05;301.4;242.8;264;286.2
315;265.065;262;23.58518126;0.04937968;3.98E-05;0.035154962;3.937974449;0.003890933;-0.003838767;350;327.15;318.04;305.15;297.1;243.8;262;286
316;262.865;257;28.35871603;0.059112757;5.85E-05;0.042043254;3.927590747;0.005677682;-0.005571381;368;346.04;343;313.05;302.1;240;257;285.2
317;267.835;265.5;27.91698005;0.057367876;5.46E-05;0.040335934;3.846964286;0.005337982;-0.005276741;363;356.02;339.26;317.05;302.1;243.8;265.5;287.2
318;265.56;262;28.42;0.05936455;5.76E-05;0.041564995;4.177760376;0.005621099;-0.005545851;350;341.02;335.06;323.05;307.1;242;262;287
319;264.34;259;29.0663792;0.05899826;6.08E-05;0.042037149;4.106153846;0.005851217;-0.005708918;402;364.16;326.06;315.05;301.1;241.8;259;284.2
320;264.14;262.5;27.61703098;0.058533354;5.49E-05;0.041608995;4.018336484;0.005384124;-0.005329481;348;343.01;336;313;300.2;241;262.5;286
321;263.805;264;24.19208497;0.050362673;4.23E-05;0.035819829;3.96907994;0.004132012;-0.004082978;383;332.04;315.06;302.05;291;241;264;283.2
322;266.06;263;27.62311351;0.057711606;5.42E-05;0.040737428;4.031279621;0.005308124;-0.005254585;348;340.01;332.14;321;302;243;263;287
323;266.99;262;25.84182463;0.053580846;4.71E-05;0.038482527;4.081842406;0.004609123;-0.004557876;365;343.14;322.04;308.2;300.2;246.8;262;289.4
324;265.685;262.5;26.8883948;0.057057888;5.15E-05;0.040919698;3.957601793;0.005052962;-0.005006321;346;331.05;326.08;314.1;304.1;241;262.5;288
325;268.705;264.5;28.07646657;0.058433505;5.49E-05;0.041431123;4.099304119;0.00537347;-0.005313458;343;341.02;335.1;326;308;245;264.5;297
326;264.675;262.5;24.9865839;0.053067819;4.48E-05;0.038013129;3.951652502;0.004418443;-0.004399167;339;330.02;325.06;307;297;243;262.5;286
327;264.965;262;25.70124073;0.053957409;4.73E-05;0.038274017;3.965730337;0.004629177;-0.00457576;360;330.05;324.06;313.05;300;242;262;284
328;268.06;266.5;25.42118015;0.052958666;4.52E-05;0.037780348;4.012023295;0.004430816;-0.004384172;353;338.01;333.04;307.5;300;246;266.5;288
329;264.6;261.5;26.11072577;0.054615457;4.89E-05;0.039104308;3.989019311;0.004781601;-0.004718446;353;336.16;328.04;312.2;302;243.8;261.5;284
330;267.83;264;26.09963793;0.053636635;4.77E-05;0.03809226;4.059754948;0.00464796;-0.004570018;349;347;334.02;319;304;246;264;290
331;265.275;261;26.29124141;0.053973518;4.94E-05;0.038088776;4.148469093;0.004785473;-0.004687945;375;342.05;336.04;312.05;298.1;243.8;261;284
332;265.89;261;29.32384525;0.056305803;6.11E-05;0.039960322;3.848722628;0.0057129;-0.005451539;485;332.24;322.02;310.2;298.1;242;261;287.2
333;265.38;263;26.14202747;0.054288756;4.88E-05;0.039062476;4.151020408;0.004767379;-0.004714571;398;328.1;315.04;306.1;297.1;242.8;263;288
334;262.925;261;25.09480773;0.05307854;4.58E-05;0.037354284;4.181552831;0.004485921;-0.004438687;364;329.03;321.04;305.3;295.1;241;261;282.2
335;263.56;258.5;24.27975288;0.050840416;4.26E-05;0.036589771;3.87093779;0.004148343;-0.004070562;348;334.03;323.12;309.1;300.1;241.8;258.5;283.2
336;265.86;263.5;25.2463938;0.053299105;4.53E-05;0.038425487;3.968938253;0.004454555;-0.004418593;343;333.07;322.1;310.05;301;242;263.5;287.2
337;264.82;263;26.11240318;0.055280568;4.89E-05;0.039273846;3.815924032;0.004791876;-0.004743328;346;329.15;324.1;314;299;242.8;263;284.2
338;268.26;265;26.79108807;0.053365392;5.01E-05;0.037238127;4.041204139;0.004822118;-0.004692809;398;335.41;332.06;315.1;307.2;246;265;284.2
339;267.37;263;26.26581619;0.053454015;4.85E-05;0.037647829;3.966441695;0.00471647;-0.004635326;370;348.11;330.2;317.05;302;246.8;263;287.2
340;270.265;265.5;30.93112955;0.061496957;6.58E-05;0.043508038;4.003711264;0.006323644;-0.006151041;399;381.04;342.06;328.05;311.1;245.8;265.5;291
341;262.15;260;25.17315038;0.053127027;4.63E-05;0.036773794;4.027734977;0.004552641;-0.004517298;346;332.06;324.04;310.05;296.1;240;260;279.2
342;266.12;266.5;23.95674435;0.050739892;4.07E-05;0.035566662;4.025738077;0.004059014;-0.004082061;334;320.06;316.06;307;296.2;247;266.5;285
343;263.61;262;24.37125151;0.052319335;4.30E-05;0.037639695;4.102787456;0.004251479;-0.004245209;335;322.08;316;306.1;295.1;240;262;282.2
344;262.82;261;25.30805405;0.053500114;4.66E-05;0.037708317;4.039312977;0.004558377;-0.004501827;354;336.04;323.02;309.05;296.1;240.8;261;281.2
345;266.17;260;28.24059312;0.057410677;5.66E-05;0.041265357;3.869349504;0.00545141;-0.005312155;383;345.32;340.08;315.15;305.2;243;260;287.2
346;264.78;261;23.44358334;0.04989123;3.94E-05;0.036170783;4.013579781;0.003882014;-0.003858136;347;321;318.02;305.05;296.1;244.8;261;286
347;270.31;267.5;25.53005875;0.05299064;4.48E-05;0.037286634;4.023916293;0.004414967;-0.004387693;342;334.01;331.04;316.15;306.2;249;267.5;290
348;265.835;262;26.61874856;0.052392744;5.04E-05;0.036668046;3.891797235;0.004814277;-0.004655975;398;360.06;339.3;311.05;299;247;262;283
349;263.875;262;24.66514494;0.052632591;4.39E-05;0.037764093;3.92994811;0.004327324;-0.004303702;353;322.06;318.04;304.15;298;242.8;262;285
350;266.38;262;26.44022693;0.054976913;4.95E-05;0.039570914;3.984071124;0.004839243;-0.004777214;358;343.09;328.3;309.05;301.2;244.8;262;287
351;269.36;266;26.04400891;0.054296109;4.70E-05;0.039395604;3.895014556;0.004621875;-0.004588768;349;334.03;331;317.1;306.1;248;266;289.2
352;265.855;263;27.08881642;0.055345301;5.22E-05;0.039001711;4.164500485;0.005059091;-0.004960285;378;354.01;340.22;311.05;300;244;263;285
353;265.745;262;27.13595355;0.056311219;5.24E-05;0.040220794;4.00857569;0.005100326;-0.005014633;371;336.09;331.02;315.2;303.3;244;262;288
354;267.55;265.5;26.3067957;0.054909176;4.86E-05;0.039242198;4.1;0.004757626;-0.004702894;349;340.02;337.02;312.05;304;245;265.5;286
355;269.43;266;27.6612563;0.056459192;5.30E-05;0.039965483;3.949753335;0.005160466;-0.005080796;373;351.11;335;320.25;308.1;244.8;266;289
356;264.22;261;26.89501069;0.055546514;5.21E-05;0.039177958;4.004718762;0.005052094;-0.004955009;375;332.31;326.04;317.2;297.1;242.6;261;283
