flow;avg;median;std;gini;herf;hoov;palm;thlt;thll;max;top01;top02;top05;top10;pc20;pc50;pc80
182;163.97;159;26.50356768;0.078573824;0.000131289;0.054352321;4.125233645;0.011842946;-0.010987078;331;281.04;229.3;205.1;192.1;145;159;177
183;165.29;160;26.93540235;0.07935598;0.000133445;0.055731744;4.08500154;0.01209178;-0.011223932;313;256.44;242.02;222.05;193.4;146;160;176.2
184;160.725;157.5;22.26947182;0.068753928;9.65E-05;0.047789703;3.988039031;0.008840111;-0.008292872;299;220.64;212.08;199;185;144.8;157.5;173.2
185;165.015;160;24.86452845;0.073411963;0.000114093;0.050478744;4.003067485;0.010429749;-0.009747513;299;266.13;239.34;206.1;195;147.8;160;176.2
186;163.325;159.5;22.0376808;0.070285474;9.15E-05;0.048953008;4.000932256;0.008622249;-0.008265517;279;236.08;222.1;203.15;190.3;148;159.5;176.2
187;166.53;160;28.66006106;0.078490963;0.000148839;0.054551732;4.012867647;0.01306511;-0.011832837;350;287.27;245.44;204.45;193.3;148;160;178
188;162.265;157;23.04549359;0.072778634;0.000101361;0.051253505;3.879044451;0.009446734;-0.008965256;290;235.03;228.08;203.2;192;145;157;174.4
189;164.865;158;25.42099083;0.075663573;0.000119474;0.05380948;3.935598227;0.01090553;-0.010172999;298;273.07;237.08;215;191;147;158;179
190;165.285;158.5;25.645736;0.076170705;0.000120979;0.054293191;4.048076923;0.011002681;-0.010248074;304;273.26;236.24;207;196;147;158.5;178
191;163.235;158;25.48175377;0.079739792;0.000122456;0.056213435;3.870602266;0.011350324;-0.010737109;283;254.24;235.2;209;194;144;158;177
192;165.54;160;24.70523022;0.079996073;0.000111923;0.057226048;3.91128312;0.01062567;-0.010265009;284;241.11;233;208.05;197.2;145;160;182.2
193;161.31;157.5;21.51799015;0.068340153;8.94E-05;0.047420805;4.056509522;0.008385995;-0.007992565;262;243.01;222.08;208.1;183.1;145;157.5;172
194;165.02;159;25.90018533;0.076924312;0.000123788;0.053583808;3.895341803;0.011245495;-0.010470432;329;242.31;237.08;219.15;195;146;159;177
195;166.2;160;28.6806555;0.080643502;0.000149645;0.056817088;4.052229688;0.013137005;-0.011944949;380;252.44;241.2;212.2;198;147;160;182
196;165.835;162;25.67718394;0.075190551;0.000120473;0.052010281;4.109248914;0.010929966;-0.010159724;313;279.05;238.28;208.15;193.2;147.8;162;177
197;165.49;160;24.94553868;0.078679074;0.00011418;0.05557224;3.838252315;0.010716718;-0.010240664;282;247.17;225.42;215.05;199.1;147.8;160;179
198;165.15;157;29.16106137;0.086611262;0.000156674;0.061586437;3.778645833;0.014155238;-0.013147933;337;277.05;258.16;214.2;196.1;145;157;180
199;166.065;161;24.74754079;0.074071749;0.000111598;0.051664409;3.927754365;0.010277066;-0.009653467;276;272.03;239.46;209.15;193;148;161;177
200;167.435;162;27.69450803;0.085094066;0.000137481;0.060290262;4.002977963;0.012720114;-0.012027205;322;253.04;244.06;220.15;205.1;147;162;182.6
201;168.53;163;30.23820597;0.082391266;0.000161772;0.056422595;3.839126688;0.014150786;-0.012802798;366;311;262.16;218.05;199;149;163;180.2
202;167.005;158.5;31.91653137;0.093171612;0.000183535;0.06552693;4.123341375;0.01655643;-0.015303851;313;286.01;266.3;236.05;208.3;144.8;158.5;180
203;169.23;162;30.79475767;0.086930213;0.000166397;0.06150653;3.992144312;0.014823976;-0.013588604;349;281.16;272.16;220.5;197.1;148;162;183
204;163.965;160;22.03188088;0.071286403;9.07E-05;0.051013021;4.095517774;0.00860523;-0.008282271;255;243.06;216.32;205.1;192.2;146;160;179.2
205;166.44;160;28.80948455;0.08633111;0.000150558;0.060663302;3.917547569;0.013708157;-0.012809205;322;268.41;240.1;222.1;195.1;146;160;181.2
206;166.86;161;24.8048463;0.074613748;0.000111049;0.052937193;3.932168246;0.010209821;-0.009597401;307;270.11;231.28;206;195;147.8;161;182
207;164.785;161;23.75223726;0.074198653;0.000104405;0.051763965;3.640225035;0.009779954;-0.009331125;272;243.29;235.1;209;190.2;148;161;179.2
208;167.055;161;28.30162495;0.083903355;0.000144228;0.058662866;4.110872894;0.013143919;-0.012259998;306;283;259.3;220.05;199.2;146;161;181
209;168.69;160;30.51055391;0.087136167;0.000164387;0.061679412;3.888760807;0.014747645;-0.013572616;316;291.23;255.62;224.25;205.1;147;160;182.2
210;165.14;162.5;22.19009689;0.070936175;9.07E-05;0.050323968;4.09993831;0.008573172;-0.00824367;280;226.43;216;201.1;193.1;148;162.5;179.2
211;165.91;160;23.47172554;0.073721295;0.000100575;0.052531794;3.996079614;0.009460217;-0.009041335;272;243.07;233.02;213.35;192.1;147;160;181
212;165.78;159.5;29.50443357;0.081201291;0.000159169;0.056913982;4.115194565;0.013699786;-0.012308031;405;283.06;236.04;213.2;189.1;145.8;159.5;179.2
213;165.9;161;27.67724697;0.08047167;0.000139862;0.055949367;4.014109877;0.012478129;-0.01151141;368;234.59;227.06;213;195.2;148;161;179.2
214;165.11;159;25.71726852;0.075880928;0.000121913;0.053011023;4.156906429;0.011062609;-0.010295912;328;247.33;238.06;214.1;191.1;148.8;159;178.2
215;169.35;162;29.47944199;0.083619722;0.00015227;0.060047239;4.310062893;0.013455577;-0.012321991;397;252.1;238.14;221.1;203.2;148;162;187
216;167.285;160;30.16593733;0.091147891;0.000163405;0.0638276;3.975014872;0.015003035;-0.014089609;302;273.06;264.02;221.4;206.1;145;160;180.4
217;165.72;161.5;24.19445391;0.073112479;0.00010711;0.051006517;3.854142357;0.009888652;-0.009314408;297;259.14;228.08;209.05;199;149;161.5;178
218;168.865;163;28.24352625;0.083653362;0.000140574;0.058988097;4.061479061;0.012838057;-0.012019778;314;272.36;261.1;217.05;200;147;163;184.2
219;168.605;163;29.80904183;0.085927908;0.000157073;0.059791525;4.019875408;0.014137488;-0.013064757;339;271.3;261.16;222.15;205.2;147.8;163;181
220;168.335;161.5;29.84933458;0.08888808;0.000158004;0.062837051;3.847150259;0.014410149;-0.013463248;317;287.16;253.02;227.1;205.1;146;161.5;183.2
221;167.995;163;29.367754;0.084034495;0.000153566;0.058198309;4.137931034;0.013788163;-0.012709745;319;289.14;269.14;221.6;193.1;147;163;182
222;169.575;165;27.69069113;0.080151703;0.000133996;0.055180599;3.928966521;0.012200605;-0.011376081;305;292.08;250.36;223.05;199.1;149;165;181
223;167.35;160;29.81035894;0.08700239;0.000159452;0.061679116;4.124085366;0.014334386;-0.013250696;344;288.08;257.12;217.05;203;147;160;180.2
224;167.885;162;26.26693311;0.080286655;0.00012301;0.057175299;4.147067669;0.011370608;-0.010757787;332;246.09;235.08;212.1;201.1;149;162;184.2
225;166.8;163.5;23.19935344;0.07371193;9.72E-05;0.052230216;4.057387057;0.009224002;-0.008898993;276;236.18;228.16;209;193.1;149;163.5;184
226;167.49;160.5;27.47562374;0.084392203;0.000135227;0.060712878;3.958578143;0.012535584;-0.011858036;304;257.22;245.04;222;205.1;147;160.5;185.2
227;169.395;163;28.79529432;0.081674931;0.000145207;0.057420526;4.125076453;0.01309044;-0.012093982;311;295.02;252.66;225.35;201;149;163;182.2
228;170.095;165;24.76440944;0.080564537;0.000106517;0.057412475;4.003271862;0.010315393;-0.010128718;252;230.08;226.08;219.05;210;149;165;189.2
229;170.445;165;28.65897721;0.080494148;0.000142069;0.055982868;3.918413598;0.012614977;-0.011595168;388;256.01;254;221.05;199.1;149;165;184
230;168.36;162.5;26.96758054;0.083165835;0.00012893;0.059261107;4.220860823;0.012014456;-0.01142225;311;247.22;233.2;220.05;202.6;147.8;162.5;187
231;168.87;165;27.3706613;0.082687274;0.000132012;0.057823178;3.943091816;0.012174571;-0.011487741;327;254.15;245.14;225;195.4;147;165;186
232;167.255;162.5;28.01053329;0.078379271;0.000140939;0.054140982;3.980461812;0.012474606;-0.011400089;348;277.39;248.58;207.1;193;148;162.5;179
233;169.54;162;29.06128696;0.081777162;0.00014765;0.057893123;3.847588978;0.013177453;-0.012098187;349;271.44;254.28;220.1;205.1;150;162;181.2
234;169.325;162.5;29.95962909;0.083759781;0.000157318;0.059855308;4.155968806;0.013883409;-0.012663754;369;295.17;250.5;213.15;198;148;162.5;186
235;172.215;164;35.31202026;0.095226751;0.000211276;0.067179833;4.141055718;0.01834596;-0.016531685;375;328.42;279.1;231.05;210.2;150;164;186
236;168.01;163.5;23.16570526;0.070216059;9.55E-05;0.04916999;4.161634645;0.008895365;-0.00844227;297;245.25;229.14;208.1;196.1;151;163.5;181
237;169.435;164;26.07097572;0.075937528;0.000118975;0.053005577;3.982415006;0.010839798;-0.010125286;335;261.19;231.58;217.05;199;150.8;164;182
238;168.735;163;26.98471373;0.082297538;0.00012852;0.058091238;3.957882422;0.011943276;-0.011340241;304;270.07;249.26;215;196.3;147.8;163;187.2
239;167.445;160.5;27.19387753;0.077908119;0.000132539;0.055459703;3.875975716;0.011886697;-0.010951187;346;262.11;252.16;214.35;195.2;149;160.5;179
240;168.34;164;24.39066215;0.074212902;0.000105492;0.051635975;3.827408257;0.009844198;-0.009352365;287;252.17;234.06;211.45;200.1;149;164;181
241;168.84;161.5;28.46602185;0.081868633;0.00014284;0.058758588;4.044847045;0.012854989;-0.011885182;342;275.19;263.02;210.6;200.1;149;161.5;186
242;169.125;164.5;24.67386016;0.075784035;0.000106956;0.053780488;3.956674473;0.010013941;-0.009547474;285;249.35;230.08;218.05;198.1;150;164.5;185
243;169.63;164;25.46415324;0.077387255;0.00011324;0.054143135;3.940441604;0.010585505;-0.010092244;294;258.15;247.16;210.3;198.1;150;164;185
244;171.09;165;29.18855769;0.086082763;0.000146259;0.060756912;3.949167145;0.013394493;-0.012563509;326;283.12;257.22;221.35;207.1;149.8;165;185.4
245;170.385;164;28.80549904;0.083732283;0.000143627;0.060357866;4.030214139;0.012855459;-0.01192503;395;243.01;233.08;218.1;204;148;164;188.2
246;173.805;166;32.59765291;0.090680792;0.000176765;0.063726159;3.651292989;0.015741497;-0.014461673;355;284.7;267.18;231.1;208.1;151;166;189.4
247;169.945;166;24.36292214;0.076281297;0.000103273;0.054179588;4.103188929;0.00977786;-0.009410735;279;252.16;229.3;211;201.1;149;166;186
248;170.845;165;30.47180623;0.088550587;0.00015986;0.061662179;4.018397626;0.014502179;-0.013509842;332;295.17;253.18;227;203;148;165;186
249;167.095;161.5;27.9489888;0.079839762;0.000140589;0.055636165;4.072907291;0.01254786;-0.011570391;354;262.55;237.02;205.25;192.1;149.8;161.5;181.2
250;175.99;167.5;33.99029126;0.095175578;0.000187448;0.067582249;3.934715607;0.016834687;-0.015563376;354;300.4;275.4;240;213.1;151;167.5;193.2
251;171.51;163;31.6441132;0.089628302;0.000171062;0.065078421;3.686708008;0.015260869;-0.014030013;372;293.16;254.18;226.05;207.1;149;163;192
252;170.895;165.5;28.93862428;0.085274145;0.000144093;0.060311887;3.769209354;0.013196235;-0.01238526;323;278.25;260.2;219.45;202.1;150;165.5;187.2
253;174.395;167;32.49690716;0.087498351;0.000174487;0.06150377;3.966900421;0.015205046;-0.013779664;417;296.23;243.32;233.1;206.1;152;167;190.2
254;173.47;167.5;30.58854524;0.08887358;0.000156248;0.06254482;3.595130987;0.014257505;-0.01334823;329;290.26;276.12;225.1;207;150;167.5;192
255;170.9;165;26.3721444;0.081034523;0.000119661;0.057188414;3.744966443;0.011262665;-0.010782903;284;255.01;253;222.25;205.1;150.8;165;189.2
256;173.055;166;30.73210007;0.086163214;0.000158476;0.060641848;3.88504778;0.014172625;-0.013055507;375;283.05;260.06;230.2;207.1;150.8;166;189.2
257;174.29;168;28.81971374;0.080588674;0.000137398;0.056763727;3.821746385;0.012402136;-0.011496762;335;309.07;256.18;223.2;205.2;154;168;190.2
258;169.83;161.5;28.48843801;0.08403845;0.000141402;0.060288818;3.799715909;0.012932935;-0.012100752;324;263.29;253.06;229.05;202.2;149;161.5;188
259;171.135;165.5;30.01344324;0.084111812;0.000154561;0.058429748;4.125149343;0.013818227;-0.012716177;349;281.44;254.06;217.15;206.2;151;165.5;182.2
260;169.545;164;23.94593859;0.075654104;0.00010024;0.054320239;3.847170353;0.009541996;-0.009211074;265;239.06;226.24;220;204.4;151;164;185
261;169.15;165;25.5800215;0.079320426;0.000114922;0.056247414;3.666298952;0.010780623;-0.010296797;296;243.31;227.14;219.05;202.4;149;165;187
262;174.345;167.5;32.54897809;0.091929077;0.000175147;0.064369641;3.611023622;0.015815357;-0.014667198;348;301.07;276;238.1;212.4;151;167.5;191
263;168.35;163.5;24.33367009;0.076992278;0.000104987;0.05490496;3.875360646;0.009949848;-0.009574791;264;247.06;242.02;212.1;201.1;148.8;163.5;185
264;172.59;167;27.40477878;0.085629527;0.000126698;0.06116403;3.661493176;0.01204568;-0.011646921;288;243.18;240.04;230.05;210.2;149;167;191
265;172.225;166;27.73345227;0.08392263;0.000130305;0.059212513;3.63747671;0.012194101;-0.011620409;291;265.03;251.12;228.15;205.2;150.8;166;190.2
266;172.52;167;26.4151396;0.079062717;0.000117808;0.055934384;3.80585256;0.010987945;-0.010445952;307;260.1;237.42;226;202.2;152;167;188
267;174.58;167;30.05068385;0.084900619;0.00014889;0.059724482;4.021276596;0.013451082;-0.012509632;368;265.45;249.2;230.15;208.1;154;167;191.2
268;175.25;170.5;30.26264199;0.09211669;0.000149846;0.06553495;3.766258503;0.014102097;-0.013546122;319;269.12;247.06;235.15;211.3;149.8;170.5;194
269;172.515;165.5;31.73940414;0.08971959;0.000170095;0.063395792;3.743268969;0.015188842;-0.01400048;380;291.16;259.2;226.05;211.1;149;165.5;187.2
270;174.025;164.5;34.12117195;0.093781497;0.000193184;0.066318058;4.121044993;0.017186838;-0.015722384;344;298.24;285.12;234.3;210.1;151;164.5;189.2
271;171.205;163;33.03941548;0.091303554;0.000187145;0.064806372;3.989837398;0.016317465;-0.014815716;422;282.13;253.24;226.25;204.6;150;163;190.4
272;173.125;167;25.89265098;0.079067292;0.000112404;0.056617329;3.768299395;0.01059955;-0.010181817;304;252.18;246.08;217.1;203.3;154;167;191
273;174.06;169;26.71285084;0.083401126;0.000118356;0.060066069;4.00814901;0.011296128;-0.010954659;288;250.03;241;230;207.4;151;169;195
274;174.4;169;28.95306547;0.085139335;0.000138498;0.059208716;3.857658158;0.012831177;-0.01214693;302;294.01;267.02;226.3;208.2;152.8;169;193.2
275;172.69;165;31.25370218;0.083770919;0.000164595;0.059774451;3.914571429;0.014289454;-0.012903764;406;305.13;230.96;217.05;201.1;151;165;189
276;173.42;166;29.37436978;0.086656672;0.000144174;0.062665782;3.868122754;0.013272394;-0.012504153;326;277.3;254.32;222.15;211;151;166;191
277;172.445;165.5;28.28527841;0.08378599;0.000135197;0.058777581;4.054938632;0.012517158;-0.011826901;293;281.01;258.38;229.15;206.2;151.8;165.5;191
278;174.975;167.5;29.78211502;0.087466352;0.000145581;0.062123875;4.14608076;0.013461975;-0.012720204;307;282.2;272.04;229.1;209;153;167.5;194.2
279;174.535;167;31.46408707;0.089675567;0.00016331;0.063479388;4.180293501;0.014772523;-0.013732548;352;270.59;260.08;228;211;150.8;167;191
280;174.455;165.5;33.45067974;0.091971425;0.000184752;0.065298501;3.96893874;0.016445505;-0.015062393;344;307.36;272.08;250.05;211;152;165.5;189
281;174.59;166;30.54311543;0.090086202;0.000153792;0.06479008;3.742811502;0.014230737;-0.013444096;312;281.03;262.24;245;212.2;151;166;194.2
282;174.935;165;31.88637287;0.090878183;0.000166957;0.06507217;3.90650521;0.015216746;-0.014188576;316;302.02;267.36;243.3;212.1;151.8;165;191
283;176.34;171;29.47413103;0.085975956;0.000140387;0.060303958;4.038363171;0.012995852;-0.012309549;337;279.06;259.22;231.05;213.1;153;171;191.2
284;177.315;168;35.39612655;0.097204269;0.000200248;0.068502947;3.762423598;0.017864752;-0.016438305;392;301.09;280.28;240.1;224.2;153;168;193.4
285;177.855;170.5;31.30341794;0.087942566;0.000155668;0.062266312;4.098077459;0.014174016;-0.013250579;367;279.1;262.16;236.25;218.2;154;170.5;193.4
286;174.295;169;24.46053914;0.075601279;9.90E-05;0.054008864;3.735793159;0.009450071;-0.009158245;271;245.24;244;219.05;211;156;169;191.2
287;173.575;168.5;29.94335277;0.082194873;0.000149546;0.057175573;4.259767373;0.013264401;-0.012163859;382;272.48;248.22;221.05;202.1;153.8;168.5;186.4
288;176.77;170;32.64562911;0.09237908;0.000171388;0.064556203;3.98089701;0.015507842;-0.01448913;394;278.1;261.16;234.15;218.2;153;170;194.2
289;176.36;170;31.28754385;0.089115446;0.000158157;0.062338399;3.651138168;0.014493715;-0.013590321;309;292.16;276.24;238.05;215.1;154;170;194.2
290;176.435;171;31.44226097;0.086611642;0.00015959;0.060449174;4.254347185;0.014302614;-0.013198659;367;293.39;253.06;239;211.6;155;171;189
291;178.155;171;30.48017347;0.091384048;0.000147091;0.065357554;4.043840178;0.013905836;-0.013384148;294;264.12;252.12;245.15;222.2;154.8;171;198
292;177;168;29.61587412;0.086430226;0.000140686;0.06259887;3.964858026;0.013043496;-0.012344739;306;286.18;272.1;231;212.3;155;168;198
293;177.27;169;34.67271406;0.092264343;0.000192244;0.065003667;3.806314672;0.016764859;-0.015205113;436;281.25;270.22;236.2;220.4;155;169;191.4
294;180.475;171;34.63480006;0.091879346;0.000185071;0.065409336;4.153099115;0.016286949;-0.01487834;427;282.49;275.04;243.05;218;157;171;198.2
295;178.265;171;30.93711;0.086993942;0.000151347;0.062541722;3.966499162;0.013792049;-0.012902049;344;294.28;270.42;223.05;211.1;154.8;171;197
296;180.76;172.5;34.60754831;0.098255145;0.000184198;0.06996902;3.682064516;0.016945996;-0.015938711;316;303.08;286.08;258.25;229;153;172.5;201
297;177.305;170;32.71317739;0.087134176;0.000171061;0.061202307;4.419016197;0.014997834;-0.01369528;420;271.69;261.06;227;212.1;156;170;194
298;183.06;174;34.35020233;0.097596143;0.000176937;0.070289523;3.885250266;0.01637071;-0.015525075;363;299.02;282.04;246.05;230.2;158;174;206.2
299;178.54;171;31.70312918;0.093090904;0.000158446;0.066437213;3.886890161;0.014747339;-0.014016479;325;270.35;262.08;245;221;151.8;171;200.2
300;180.205;173;34.4424589;0.096575983;0.00018357;0.068146278;3.739740535;0.016803381;-0.015746675;329;297.21;274.22;259.15;228.1;154.8;173;197
301;177.24;171;30.7212044;0.089194877;0.000150973;0.063262243;4.221113128;0.013966318;-0.013206916;336;267.23;256.12;243.15;216.2;154;171;195
302;177.25;169.5;33.15580643;0.09266347;0.00017583;0.065606488;4.153513825;0.015864536;-0.014710025;352;292.48;272.14;240.3;217.1;153;169.5;194.2
303;178.365;172;30.28831086;0.088951168;0.000144903;0.063169204;3.961810467;0.013543856;-0.012925983;311;281.11;279.02;231.2;218;155;172;197
304;177.675;170.5;27.8590986;0.084518784;0.000123546;0.060616294;3.783260632;0.011792;-0.011439323;266;259.05;254.04;240.1;216;156;170.5;198.2
305;180.13;172.5;31.44396762;0.090210681;0.000153126;0.065119358;3.835543767;0.014158844;-0.013391927;326;307.12;256.28;237.3;217.1;155;172.5;200
306;183.55;172;39.34015125;0.102921002;0.00023084;0.073627077;4.064174107;0.020378858;-0.018582777;402;334.11;319;259.15;228.7;158;172;199
307;178.745;173;30.49590095;0.087716999;0.000146272;0.061390109;4.045390471;0.013560527;-0.01284609;327;277.13;273.06;231.15;217.1;155.8;173;199
308;178.835;172;30.88944439;0.089102385;0.000149921;0.063322895;3.808161102;0.013911967;-0.013169187;296;284.08;277.06;237.65;219;156;172;198
309;178.125;172;30.56778329;0.091775298;0.000147988;0.064750877;3.857063865;0.01400514;-0.013509466;295;265.25;263.02;235;219.1;154;172;202.2
310;178.605;171;28.25117652;0.08654195;0.000125728;0.06324585;3.880428807;0.012057071;-0.011735297;268;252.15;246.08;236.05;220.2;155;171;201
311;179.95;171.5;34.6859842;0.095231453;0.000186703;0.067207558;3.860069167;0.016812588;-0.015575758;375;303.1;282.26;255;214.2;155;171.5;197.2
312;179.395;170;31.31866815;0.090970345;0.000153156;0.065781237;3.919650178;0.014283021;-0.013583638;306;281.2;263.02;247.1;220;156;170;200.2
313;182.535;176.5;30.34038192;0.08627318;0.000138834;0.060786425;3.67435831;0.012958517;-0.01232712;298;283.09;275.12;247.25;219.1;160;176.5;198
314;180.2;173.5;35.45828535;0.09036737;0.000194569;0.061170921;4.114673599;0.016993834;-0.015381409;386;309.63;297.08;240.5;209.1;157;173.5;192.2
315;182.375;176.5;31.94048176;0.08783756;0.000154134;0.061298835;4.024944568;0.014092369;-0.01320249;339;301.33;266.3;243.35;219.2;159;176.5;197.2
316;181.23;172;31.98432585;0.095158362;0.000156517;0.069946753;4.053778658;0.014830731;-0.014291261;283;274.05;260.18;246.1;233.1;155;172;204
317;181.15;176;32.94628204;0.092836047;0.00016622;0.064721226;4.043227666;0.015291676;-0.014410809;330;304.19;284.1;249.05;219.2;155.8;176;194.4
318;180.39;173;30.91743683;0.086343201;0.000147614;0.062020622;4.129300459;0.013482827;-0.012636887;366;287.01;269.36;234.1;214;157;173;200.2
319;183.34;174.5;36.81255764;0.104964547;0.000202593;0.076011236;3.730319149;0.018711956;-0.017700556;359;299.01;278.3;255.1;231.1;154;174.5;208
320;178.69;173;29.3845861;0.084295148;0.000135889;0.059377693;4.066380544;0.012586418;-0.011912589;334;273.08;263.14;233.3;215.1;156;173;196
321;179.66;171;33.06515386;0.09129105;0.00017021;0.064496271;4.11145863;0.015439527;-0.014368727;331;316.06;286.5;239.1;220.1;157;171;199
322;188.695;179;40.90393594;0.105937492;0.000236133;0.07481478;4.289980463;0.020934554;-0.019211148;440;324.15;298.34;272.15;235.4;159;179;209.2
323;179.02;172.5;31.47283908;0.091314658;0.000155316;0.065534577;3.633835759;0.014407051;-0.013668088;326;296.14;265.16;236.1;218.1;154.8;172.5;196.2
324;181.8;175;33.3045042;0.089982123;0.000168642;0.062766777;3.988723872;0.01519261;-0.014095724;375;289.55;279.02;243.15;223.1;158;175;200
325;182.52;173;34.61054175;0.095070129;0.000180694;0.067843524;3.957526882;0.016443194;-0.015330026;339;323.05;287.06;251.2;230.1;157.8;173;201
326;181.86;175;35.0269953;0.099866106;0.000186414;0.070574068;3.963302752;0.017170338;-0.016223797;368;296.05;273;250.5;226;154;175;204.2
327;180.96;173;34.29604059;0.096846541;0.000180497;0.069047303;3.683498178;0.016571172;-0.015569743;325;299.22;281.34;246.4;229.1;155;173;197
328;179.57;172;31.52483307;0.090682185;0.000154876;0.064498524;4.0644695;0.014351189;-0.013599467;322;286.32;273;240.05;222;158;172;198.2
329;183.895;176.5;32.85017466;0.093551347;0.000160355;0.066972729;4.080475664;0.014949292;-0.014206176;313;282.11;273.14;261.1;224.3;158;176.5;204
330;184.775;178.5;34.35148286;0.099568529;0.000173681;0.070888242;4.017861976;0.016335636;-0.015665859;308;284.03;284;257.3;232.2;155.8;178.5;209.6
331;180.035;172.5;29.23805354;0.08474616;0.000132535;0.060800261;3.878323932;0.012382198;-0.011791056;312;278.17;263.2;234.05;220;158;172.5;197.2
332;181.18;174;28.67381384;0.085975549;0.000125863;0.063120653;4.111362992;0.012011751;-0.011663715;309;254.35;244.04;231.05;223;158.8;174;204.2
333;185.1;175.5;37.43300683;0.09832658;0.000205515;0.070235008;4.18404908;0.018181734;-0.016678311;436;321.02;293.12;256.1;222.2;158;175.5;204.2
334;183.8;175;33.45280257;0.096357182;0.000166464;0.068966268;4.374012291;0.015637105;-0.014989083;310;284.1;275.02;261.25;226;159.8;175;207
335;183.965;175.5;37.75253336;0.100567092;0.000211626;0.07120281;4.091061453;0.018817562;-0.017305285;423;311.03;300.12;255.05;228.2;155.8;175.5;203.2
336;183.76;174;39.1918665;0.10420739;0.000228579;0.073951894;4.306134429;0.020204302;-0.018534354;431;325.28;295.22;265;221;154.8;174;204.4
337;184.395;176.5;32.99604484;0.094523577;0.000160906;0.06807126;4.336181497;0.015024592;-0.014335408;336;283.4;264.36;244.2;225.2;158;176.5;206.4
338;184.72;175;34.06892426;0.092421232;0.000170937;0.066242962;4.305892548;0.015586446;-0.01456554;334;325.02;293.22;248.8;223;161;175;203
339;183.705;177;33.28194668;0.092949702;0.000164939;0.065860483;4.095977809;0.015158942;-0.014310275;371;303.02;292;240.05;221.1;157.8;177;204
340;182.24;173;33.48988504;0.095385755;0.000169702;0.069715759;4.029249448;0.015688476;-0.014842196;345;291.26;281.1;241.05;224;156;173;209.2
341;180.77;174.5;32.48102677;0.086162527;0.000162238;0.059627704;4.276315789;0.014346237;-0.013188876;426;293.18;252.44;232.05;219.1;159;174.5;197.2
342;185.345;177.5;34.07999376;0.096846287;0.000169896;0.069674931;4.205732123;0.015858127;-0.015104351;309;294.11;287.08;261.15;226.6;158;177.5;206.4
343;185.99;177;33.33766489;0.092973816;0.00016145;0.067711436;4.339747272;0.014977944;-0.014196016;330;295.27;280.16;249.25;226.4;162;177;209.2
344;185.36;177;33.58958767;0.093267695;0.000165015;0.066997195;4.162810148;0.015255698;-0.014393733;320;292.07;290;251;232.1;159;177;206
345;185.055;178.5;32.18216859;0.091177623;0.000151976;0.065285185;4.147050601;0.014162376;-0.013482986;340;294.14;262.52;244.1;227.1;158;178.5;202.4
346;179.45;173;26.5984492;0.080381443;0.000110401;0.05771942;4.214035088;0.010570388;-0.01028034;287;262.03;249.06;225;217.1;159;173;200.2
347;181.92;178;30.15167657;0.087113017;0.000138041;0.060792656;3.986305122;0.012947893;-0.012407036;321;283.34;251;242.05;219;158.8;178;201
348;182.87;174;35.90129663;0.099701974;0.000193679;0.071628753;4.238378685;0.017692879;-0.016569119;351;316.05;280.02;266.1;225.6;157;174;202.2
349;185.865;178;34.88089413;0.099246631;0.000176981;0.070952842;4.203812728;0.016533714;-0.015793295;341;278.47;274.04;256.25;236;158;178;210.2
350;183.95;177.5;29.92770456;0.086354172;0.000133013;0.061478663;3.915534239;0.012556798;-0.012066772;305;279.11;264.12;242.4;222.4;160;177.5;204.2
351;188.83;180;37.22487206;0.102867924;0.000195286;0.074491871;4.300637296;0.018039078;-0.017132739;393;311.07;284.14;254.1;230.3;158;180;214.2
352;182.035;177;28.70494339;0.085346637;0.000124954;0.060269591;4.100968188;0.011924868;-0.011570128;282;276.05;255;240.1;220.4;159.8;177;201
353;189.87;181;38.22503237;0.10185469;0.000203671;0.072598093;4.155210038;0.01854363;-0.017347377;382;305.51;295.16;264.3;238.3;162.6;181;209
354;184.38;177;33.96403392;0.095120946;0.000170513;0.067987851;4.113985219;0.015753409;-0.014879221;348;295.09;276.12;254.15;234;158;177;201.2
355;185.4;175;35.35830878;0.100125944;0.000182772;0.07373247;4.481766973;0.016960946;-0.016139013;373;297.11;284.1;248.05;225.7;158;175;214
356;188.87;181;38.586048;0.099773654;0.00020974;0.071034839;4.126082251;0.018576945;-0.017073437;428;293.04;288;253.4;229.2;161;181;211
357;186.67;177;35.5617927;0.098018696;0.000182375;0.071197568;3.886567953;0.016782176;-0.01579915;349;304.21;285.28;260;234.1;161;177;209.4
358;188.025;178;36.75791581;0.099122324;0.000192051;0.07110956;4.026806833;0.017460315;-0.016317937;394;307.09;298.12;260.1;235.1;159.8;178;210
359;186.65;174;36.69042791;0.101654166;0.000194176;0.074334316;3.776352911;0.017921143;-0.016895034;341;294.05;285.1;271;239.2;158.8;174;206.8
360;187.625;179.5;32.44895029;0.090783078;0.000150303;0.064933378;4.263597122;0.014031007;-0.013371621;346;276.33;271.02;252.1;232.3;161;179.5;208
361;189.195;179.5;36.36518905;0.102263934;0.000185652;0.073711779;4.377733026;0.017377464;-0.016607215;337;299.1;289.14;261.2;243;160;179.5;215
362;184.7;179.5;32.846461;0.09505712;0.000158924;0.066556578;4.064974065;0.014999421;-0.014475417;328;302.15;269.02;243.05;225.1;159;179.5;209
