flow;avg;median;std;gini;herf;hoov;palm;thlt;thll;max;top01;top02;top05;top10;pc20;pc50;pc80
363;189.005;183.5;30.89182699;0.087291209;0.000134242;0.062817915;3.915550978;0.012672938;-0.012202202;344;278.07;269.14;241.3;225.1;163.8;183.5;212.2
364;188.605;179;35.5188538;0.098505474;0.000178221;0.071165001;4.002175095;0.016574407;-0.015756287;352;297.1;276.26;265;239.2;162.8;179;210.2
365;187.77;176;38.56795431;0.101026256;0.000212006;0.072234915;3.559098538;0.018941638;-0.017457767;416;318.08;300.28;267;230.7;160.8;176;207
366;186.13;176.5;33.79619949;0.091335626;0.000165672;0.065281255;4.003480589;0.015157681;-0.014186803;340;306.2;291.16;252.2;231.2;162;176.5;203
367;184.75;178;30.2264371;0.086107984;0.000134509;0.060751015;3.926035503;0.01265131;-0.012139199;323;285.2;261.16;241.1;228.1;161.8;178;201.2
368;187.75;177.5;35.87056593;0.100049534;0.000183427;0.071770972;3.976927253;0.01702878;-0.016183322;335;311.17;296.26;253.3;236.2;160;177.5;209.2
369;194.27;186;35.27190242;0.096150203;0.000165651;0.070252484;3.622155132;0.015510301;-0.014829308;331;310.2;293.12;259.65;235;165.8;186;220
370;190.495;183;34.19561339;0.095111814;0.000161927;0.068805218;3.744959677;0.015156427;-0.014485626;338;304.06;289.28;255.05;236.3;162.8;183;211
371;192.36;183;39.72996854;0.106163444;0.000214365;0.07658037;3.482511003;0.019534837;-0.01835031;423;304.25;295.16;267.85;241.1;163.8;183;217.2
372;187.555;180.5;33.28839099;0.096453174;0.000158298;0.070004399;3.614282244;0.015054614;-0.014582953;301;288.13;275;255.05;233.3;160.8;180.5;212.2
373;189.91;181;38.19819237;0.102926649;0.0002033;0.072585172;4.102460124;0.018608427;-0.017485266;376;322.06;299.06;268.1;238.2;160.8;181;212.2
374;189.215;182;35.85176111;0.098720107;0.000180408;0.070011495;3.870702925;0.0167323;-0.015894182;366;301.01;286.04;264.1;234.1;159.8;182;211.2
375;191.875;187;34.73412407;0.094118958;0.000164673;0.067143322;3.684403222;0.015191158;-0.014389819;398;292.35;269.04;253;235.2;164;187;217.2
376;194.6;184;41.38840417;0.112552158;0.00022731;0.081628983;4.03329753;0.021072261;-0.02002635;359;340.05;296.74;276.2;250.2;160.8;184;222.2
377;195.395;187.5;42.80863202;0.109110392;0.000241203;0.077360347;3.188087774;0.021572379;-0.019950605;409;354.5;324.04;278.2;242.3;164;187.5;216.2
378;187.96;179;35.8438056;0.09825415;0.000182744;0.071807831;3.657575758;0.01678071;-0.015826623;373;323.14;297.04;245.3;229;161;179;212.4
379;188.335;178;36.45453024;0.101926753;0.000188273;0.074890089;4.035027653;0.017519162;-0.016656457;356;286.2;282;267;233.1;159;178;219.2
380;196.13;184.5;41.05999391;0.106893642;0.00022024;0.077480498;3.902535073;0.020047722;-0.018784054;406;335.24;320.1;270;245.4;165;184.5;225.2
381;199.2;187;45.07560316;0.110796687;0.000257307;0.079588353;4.581296191;0.022791584;-0.020906587;460;342.38;337.08;283.5;253.2;169;187;221.2
382;186.115;182;28.70159882;0.079717782;0.000119508;0.05607353;3.849012474;0.011128287;-0.010589155;337;274.48;259.28;237.15;220.1;163.8;182;204
383;193.41;186;39.15573904;0.108410372;0.000205959;0.077580528;3.921592877;0.019296513;-0.018501878;342;326.13;296.16;264.3;251.3;161.8;186;220
384;194.035;184;38.83572807;0.107385652;0.000201303;0.078085655;3.612849692;0.018882539;-0.018094239;348;296.33;289.14;276.05;256.1;161;184;222.6
385;193.735;184;37.53138387;0.102526776;0.000188591;0.074577903;4.011342654;0.017592821;-0.016780774;337;325.01;303.2;266;245;163;184;219
386;193.145;187;33.32242451;0.087823267;0.000149573;0.060657149;3.838023;0.013834797;-0.013095721;341;324.08;288.2;267.1;228;170;187;212.2
387;194.525;185;35.410018;0.09654376;0.000166513;0.069720473;3.76832557;0.015627797;-0.014950319;329;300.1;283.22;272.1;249;168;185;216
388;193.765;184;39.34793228;0.103236782;0.000207224;0.07510554;3.893172084;0.01879485;-0.017552025;416;310.43;299.18;263.4;243;162.8;184;218.2
389;193.71;185;36.34330612;0.095274121;0.000176885;0.068310619;3.966512107;0.016126812;-0.015120537;409;315.18;285.22;256.25;239.2;167;185;216.2
390;191.6;183;36.8620401;0.101613779;0.000186001;0.073068894;3.899529042;0.017320244;-0.016500841;355;297.37;293.02;268.2;239.2;162;183;214.4
391;194.495;185.5;36.10872436;0.09910319;0.000173203;0.071426258;3.727620871;0.016293395;-0.015650077;333;303.05;302.02;269.35;239;166;185.5;217
392;198.725;190.5;38.10943945;0.102691282;0.000184802;0.073287835;3.876942047;0.017390162;-0.016721945;331;327;302.38;276.05;249.1;168;190.5;225
393;196.07;186.5;39.70585725;0.104455297;0.000206079;0.073770082;3.827341648;0.018950046;-0.017868376;381;323.07;305.12;285.15;246.9;164.8;186.5;217
394;197.055;189.5;38.47261331;0.10424412;0.000191547;0.07456573;3.69327252;0.017965438;-0.017210014;333;315.04;305.1;271.85;250.2;164.8;189.5;221.2
395;195.325;184;41.54960138;0.108704595;0.000227387;0.078168437;3.903705571;0.020668114;-0.019365422;398;322.76;305.06;275.1;253.1;166;184;222
396;197.195;189.5;40.74711002;0.10587629;0.00021456;0.075300844;4.028073824;0.019543441;-0.018343692;413;315.64;307.12;282.05;242.6;166;189.5;221.2
397;197.795;190;38.11683322;0.104343007;0.000186616;0.07524533;4.013510069;0.017635289;-0.017030507;363;297.23;294.04;276.1;253.2;163.8;190;222.4
398;194.155;184;38.02908065;0.10374868;0.000192789;0.074581262;3.806978471;0.018033269;-0.017254602;335;313.21;301.12;263.55;244.1;165;184;223
399;196.97;185;42.09642621;0.110771945;0.000229529;0.080222369;3.650526316;0.021053642;-0.019838798;396;331.15;317.24;277.4;254.1;164.6;185;222.6
400;199.59;190;41.80229539;0.110095446;0.000220429;0.080057869;4.627552488;0.02040927;-0.0193824;369;339.23;328.06;270.2;254.1;167;190;229.2
401;200.62;194.5;42.27322557;0.109453943;0.000223115;0.077199183;4.196554424;0.02051377;-0.0193919;401;341.13;322.16;282.15;257.2;166.8;194.5;225
402;198.615;192.5;34.31685847;0.093191224;0.000150016;0.06670896;3.921244043;0.014191328;-0.013716265;378;291.08;281.14;258.1;245;170.8;192.5;225
403;199.19;192;37.78324893;0.098124906;0.000180805;0.068768763;4.450916936;0.016686102;-0.015800171;385;336.09;312.06;268;248.1;169;192;219.2
404;204.995;193;47.80726906;0.119874509;0.000273305;0.087036147;4.194408491;0.024773316;-0.023169874;422;368.34;347.2;294.45;262.1;166.8;193;235
405;199.1;193;35.20639147;0.097168508;0.000157126;0.070133099;3.800695825;0.015034241;-0.014653228;331;289.32;286.02;270;246.1;168;193;226.6
406;193.71;184;38.55549118;0.104166021;0.000199074;0.074221517;3.979792608;0.01843843;-0.017508829;359;320.36;293.04;268.25;245.2;164;184;217.2
407;199.21;191.5;40.86766326;0.103018172;0.000211487;0.073133377;4.588067371;0.019050254;-0.017744134;448;336.28;301.16;278.25;244.1;169;191.5;221.2
408;200.44;190;44.29375125;0.113030583;0.000245394;0.0803183;3.911513323;0.022302081;-0.020892599;427;341.11;322.12;298.15;253.6;165.8;190;224.2
409;199.23;193;35.91806092;0.099686292;0.000163329;0.072133213;3.829196363;0.015695025;-0.015364652;323;300.1;287.2;264.15;250;168;193;226.2
410;198.41;186;41.16177717;0.10555844;0.000216276;0.077608487;3.931698774;0.019589488;-0.018294964;435;339.17;317.14;271.25;250.1;166.8;186;227
411;199.04;190;37.65512449;0.101795619;0.000179852;0.073575161;4.090520493;0.016953266;-0.016312329;350;312.09;289.44;273.05;253.1;168;190;225
412;194.385;188.5;32.77814478;0.093992206;0.000142886;0.068384392;3.871755725;0.013822242;-0.01358766;287;284.02;276.12;257.05;241.2;166;188.5;220
413;200.42;191.5;41.66069611;0.109307704;0.000217129;0.078680271;4.173226238;0.020101125;-0.01906717;369;331.34;316.12;288.2;255.5;166.8;191.5;228.2
414;202.045;191.5;41.45048824;0.112441412;0.0002115;0.082320523;3.856238274;0.020108736;-0.019517702;328;311.03;307.04;293.1;259.2;167.8;191.5;237
415;203.82;191;47.22539148;0.115084634;0.000269777;0.081735355;4.625068871;0.023974839;-0.022106074;466;371.46;338.5;286.05;262;170;191;230.2
416;197.68;189;35.6134469;0.097423867;0.000163098;0.070852894;4.425157924;0.015445339;-0.014907935;332;307.04;292.1;266.15;239.1;167;189;230
417;204.525;196.5;44.28554363;0.114819337;0.000235602;0.082688547;4.380236305;0.021907604;-0.020957241;410;341.23;325.02;279.85;257.5;170;196.5;232
418;204.355;195;43.20033536;0.113673632;0.000224569;0.081579726;4.366331096;0.021065413;-0.02023522;355;345.04;322.14;287.4;260.3;168.8;195;235
419;203.265;196;39.59841884;0.10559848;0.000190712;0.076653875;4.24796334;0.01803117;-0.017438317;367;341.06;294.36;274;254.4;168;196;230.2
420;200.33;194;36.87087062;0.097364598;0.000170224;0.068402136;4.479334258;0.015932838;-0.015242175;355;310.32;301.12;271.1;246.7;169;194;222
421;208.96;196;51.56567075;0.127541635;0.000306014;0.09174196;4.412748171;0.027778908;-0.02604047;439;389.28;340.44;304.2;287.1;168;196;238
422;206.47;193;45.45931258;0.116070131;0.000243601;0.084720783;4.148167403;0.022496226;-0.021340118;424;334.23;325.06;300.05;267;170.8;193;239.4
423;194;188;32.91549787;0.09618067;0.000144659;0.071365979;4.558722919;0.014143598;-0.014037814;288;268.09;266.02;255.1;241.1;164;188;224.4
424;200.875;189.5;42.79637105;0.110406347;0.000228091;0.079607965;4.469159389;0.020869593;-0.019660985;412;343.4;319.14;279.2;250.4;166;189.5;232
425;204.215;192;43.40977741;0.109310898;0.000227063;0.079083686;4.351236373;0.020700322;-0.019422745;428;335.44;312.34;295.35;259.4;171;192;229.6
426;201.625;196.5;38.58593494;0.102329448;0.000184042;0.0733261;4.199207398;0.017267972;-0.016614319;397;320.19;295.48;270.25;247.1;167.8;196.5;228.4
427;202.87;194;40.69708958;0.104320008;0.000202226;0.073705575;4.324718174;0.018695042;-0.017742906;398;332.17;308.46;285.35;254.3;172;194;226.2
428;208.605;199;50.15903682;0.124358117;0.000290533;0.08874224;3.974422036;0.026399105;-0.024778724;418;394.19;367.2;303.1;265.8;168;199;241
429;217.91;207;50.41023606;0.126267037;0.000268924;0.092152724;3.754725275;0.025387028;-0.024613119;423;363.11;337.4;307.1;293.2;176;207;256.4
430;203.85;196;38.3882469;0.10228207;0.000178206;0.074313221;4.346274921;0.016885558;-0.016359766;389;308.14;299;274.1;253;171;196;236.2
431;203.73;197;39.48451722;0.105290335;0.000188752;0.076374368;4.769570335;0.017853768;-0.017246254;361;329.06;302.12;278.1;254.2;168;197;237
432;205.075;190.5;50.5586726;0.124510911;0.000305431;0.089978057;4.558798999;0.027333561;-0.025312322;427;401.16;353.6;292.4;274;165.8;190.5;229
433;215.62;205;55.10458783;0.128513821;0.000328204;0.091796679;4.633384933;0.02903756;-0.02689797;522;448.5;324.08;306.5;285;174;205;251.4
434;208.25;199.5;40.84198208;0.107416567;0.000193282;0.076578631;4.016369411;0.018443619;-0.017968489;330;329;312.3;292.3;268;174.8;199.5;239.6
435;206.73;196;45.05770855;0.115777342;0.000238714;0.083896628;4.418356457;0.02217555;-0.021160049;410;346.3;317.44;295;266;168;196;240.2
436;209;200.5;46.01228097;0.113950239;0.000243558;0.08062201;4.608139838;0.022224252;-0.020976963;479;343.07;324.24;305.2;261.3;171.8;200.5;235.4
437;212.81;202.5;45.05057047;0.11101546;0.000225197;0.080779804;4.089671932;0.02076978;-0.019718049;418;390.14;342.14;288.15;268.1;178;202.5;243.4
438;204.48;197.5;40.83294748;0.103869816;0.000200386;0.072883412;4.168562042;0.01852776;-0.017574161;366;349.16;325.24;280.3;248.2;172;197.5;232
439;210.97;199;53.14310021;0.129209603;0.000318859;0.092393705;4.669771155;0.028780133;-0.026892846;443;397.29;377.06;323.1;275.3;169.8;199;240
440;213.92;204;46.90259694;0.119207648;0.000241567;0.085405759;3.950187091;0.022812626;-0.022061483;367;347.13;331.3;311.1;276.3;175;204;249.6
441;202.835;197;38.11059925;0.101591811;0.0001774;0.072321345;4.451745944;0.016790049;-0.016227979;344;327.16;292.52;276;253.4;172.8;197;231.6
442;218.36;199;58.78154813;0.142218355;0.000364152;0.104129877;4.080965268;0.033371641;-0.03161389;444;407.04;378.46;344.15;301.6;173.8;199;256.8
443;207.06;202;39.01418204;0.102832754;0.000178402;0.072938762;4.298674292;0.017026837;-0.016605961;361;310.31;301.08;287.2;252.3;172;202;234.2
444;222.64;211;51.30838528;0.127693137;0.000266881;0.093060546;4.385807096;0.02551691;-0.024981701;391;351.17;331.38;321.15;296.3;180.8;211;273.4
445;219.39;208.5;49.65579422;0.122870687;0.000257426;0.089526414;4.185395814;0.024236229;-0.023433965;427;364.14;338.32;320.1;285.3;177;208.5;256.2
446;225.21;211.5;59.78424458;0.139515341;0.000354116;0.099964922;3.45471464;0.032399049;-0.030687868;452;424.02;410.14;360.15;296.1;177.8;211.5;266.2
447;227.215;209;59.363278;0.142533393;0.000343011;0.104839689;4.785833532;0.032214941;-0.031144397;433;374.54;365.12;343.1;313.5;175.8;209;279.2
448;225.66;212;60.73882119;0.141760392;0.000364058;0.101993707;3.97743862;0.033369088;-0.031586203;434;414.11;392.26;355.15;325.8;176.8;212;259.2
449;211.12;200;48.32427547;0.120021552;0.000263281;0.085503031;4.036632703;0.0242464;-0.023011223;425;383.01;335.18;324;267.1;173;200;244.6
450;220.795;212;47.4991892;0.115480989;0.000232563;0.082361806;4.391106861;0.021780107;-0.02096974;450;366.1;325.7;307.05;287.1;182;212;253.2
451;215.495;199;47.56259008;0.117555048;0.000244796;0.086287037;4.006395614;0.022799698;-0.021797567;439;350.03;327.06;309.15;288.1;178;199;250.4
452;219.745;210;49.77860961;0.121094337;0.000257866;0.085864411;4.411185021;0.024069271;-0.023082457;402;377.24;343.14;329.05;286.1;178;210;252
453;219.385;207;49.23471108;0.121133965;0.000253091;0.08721517;4.478682665;0.02379746;-0.022950986;410;355.01;338.1;326.15;298.1;180.8;207;253
454;227.845;213.5;54.49386181;0.131324475;0.000287451;0.097789616;4.111473982;0.027188176;-0.026384053;425;367.36;360;331.2;300.2;180;213.5;271.6
455;218.45;210;47.41073191;0.120238956;0.000236699;0.087911421;4.456265985;0.022641536;-0.022163073;368;360.02;335.16;312.2;281.1;177;210;260
456;234.685;215;66.92335747;0.151754799;0.000408631;0.110969384;3.242424242;0.037524708;-0.035719847;500;428.38;416.1;374.1;329.2;179;215;286
457;223.195;214;53.67454681;0.131556374;0.000290613;0.095706221;3.899536321;0.027448065;-0.026659254;415;388.13;354.54;326.05;298.1;175.8;214;262.2
458;228.825;211;64.2850245;0.141459521;0.000396606;0.101336174;3.253734277;0.035126729;-0.032395532;484;472.01;422.76;365.45;298.2;179;211;265.2
459;226.685;215;58.19480883;0.133356971;0.000331184;0.095725015;4.72537163;0.030119879;-0.028401197;465;434.14;408.32;342.15;298;181;215;263
460;228.355;212;57.66887354;0.134958398;0.000320486;0.099618248;3.476409186;0.029651237;-0.028288546;477;427.03;370.24;331.05;310.3;180.8;212;276
461;219.87;217;42.22822634;0.107965616;0.000185362;0.077274981;3.814361939;0.018115806;-0.018076344;369;322.26;308.1;290.05;277.1;182;217;255.2
462;228.39;224;49.59766023;0.119159333;0.000236982;0.084817418;4.718208092;0.022556443;-0.022028008;447;345.19;340.02;326.15;302.1;184.8;224;262
463;234.865;225.5;53.4837057;0.128009175;0.000260587;0.094094054;3.800836487;0.025234244;-0.025035948;446;350.17;343;327;307.1;187;225.5;289.4
464;248.23;223;88.67906799;0.171614632;0.000641329;0.123231882;3.94054878;0.054346049;-0.04865189;633;558.59;507.84;458.15;373.7;186.8;223;275.2
465;230.145;217.5;58.51558745;0.136722392;0.000324853;0.098713311;3.69913289;0.030208616;-0.029072754;502;412.26;389.2;328.15;307.4;180.8;217.5;271
466;225.4;215.5;51.51349338;0.121386424;0.000262471;0.086841171;3.809719222;0.024349525;-0.023261018;433;416.09;355.16;331.05;289;183.8;215.5;260.4
467;239.715;230.5;63.52545769;0.135110339;0.0003529;0.095448345;3.925895599;0.03164141;-0.029747933;578;474.57;411.88;333.25;303.1;188;230.5;276
468;251.87;236.5;69.38489101;0.140047644;0.00038135;0.09850935;4.005980191;0.034108642;-0.031859298;570;504.35;459.3;394.4;330.5;196.8;236.5;283
469;239.4;229.5;52.37155717;0.118483083;0.000240486;0.086244779;3.346885973;0.022598308;-0.021853854;512;377.25;363.02;332.2;311;195;229.5;281.2
470;266.66;244;82.90014717;0.161269032;0.000485671;0.1159814;3.436405448;0.043605193;-0.041044878;599;575.12;532.22;435.3;371.5;203.4;244;319.2
471;291.875;241;138.9437993;0.239027238;0.001138758;0.176616702;2.466790474;0.097123497;-0.089017937;766;733.13;679.72;618.2;541.6;188;241;346.4
472;230.095;212.5;70.6890796;0.145999587;0.000474283;0.103067537;4.04713406;0.040291792;-0.036046233;569;493.53;474.38;383.3;297.7;181;212.5;262
473;247.735;231.5;70.80907269;0.151364462;0.000410535;0.108890548;3.361646691;0.037554417;-0.035703234;532;482.06;442.68;386.9;341.4;190;231.5;295.2
474;242.305;230.5;58.7231809;0.133010772;0.000295149;0.094989682;4.941409147;0.028016285;-0.027356114;434;411.17;383.2;358.5;327.4;189;230.5;286.6
475;273.75;242.5;112.9982633;0.192302648;0.000856214;0.13926484;2.412180469;0.069139517;-0.060796822;868;734.42;679.3;433.5;366.4;193.8;242.5;332.4
476;284.26;270;85.53439308;0.166204883;0.000454985;0.121071554;2.556838906;0.043097281;-0.042388044;550;534;486.28;460.05;402.3;207.4;270;361.6
477;254.53;242.5;67.51732444;0.14818214;0.00035359;0.108077044;3.191675411;0.033933585;-0.033551332;446;429.01;410.12;392.05;356.3;193.8;242.5;305.8
478;235.22;224;57.18419012;0.130811581;0.000296996;0.093764986;4.267054715;0.02772035;-0.026639944;442;423.14;377.48;342.05;320.2;187.8;224;275.4
479;285.73;260;101.0853951;0.193269695;0.000628944;0.144566724;3.818195719;0.058541014;-0.057011651;651;539.99;533.06;470.25;430.5;197;260;381.2
480;256.775;236;70.04037675;0.14976974;0.000373885;0.111351378;3.702868483;0.035295115;-0.03437134;482;450.15;431.1;402.05;362;197.8;236;317.2
481;326.95;268.5;153.3580696;0.243239027;0.001105599;0.184058725;2.145358135;0.096872281;-0.09100014;884;752.7;738.12;660.05;577.3;208;268.5;430.6
482;264.24;232;99.61793212;0.196162579;0.000714208;0.145799273;3.565142768;0.063519726;-0.059454791;615;565.18;558.04;483.05;420.5;185.4;232;335.2
483;259.855;253.5;66.73000805;0.141628504;0.000331381;0.098597198;3.67486535;0.031817875;-0.031616731;492;455.19;424.6;378.15;346;204.4;253.5;316.2
484;317.49;285;129.9939995;0.222384642;0.000842429;0.164301238;2.148290902;0.077594329;-0.07587751;746;706.27;670.48;571.4;495.1;204.8;285;429
485;362.505;340;133.7081896;0.206211018;0.000683652;0.150026138;2.566267781;0.065703409;-0.066723437;756;725.28;679.82;602.15;556.1;243.2;340;479.2
486;311.6;273;119.49841;0.208940629;0.000739054;0.154640565;4.359116022;0.068631989;-0.067143014;640;623.13;608.26;543.1;509.3;217.8;273;412.2
487;340.86;310;123.0492194;0.196559291;0.000654866;0.144439946;3.993387667;0.060881725;-0.059830441;864;733.53;605.22;561.1;512.3;236.8;310;439.2
488;290.6;271;95.76820976;0.178859429;0.000545756;0.128121129;3.001430987;0.050809125;-0.049531279;602;564.19;552.08;488.85;434.4;204.8;271;362
489;306.23;287;107.0960181;0.177697646;0.000614608;0.12377543;2.126437941;0.054063362;-0.050625434;811;697.45;642.92;502.5;440.3;220.6;287;357.2
490;461.58;411;213.671064;0.262645479;0.001076823;0.199015122;3.283473935;0.106334075;-0.112980553;922;885.19;865.1;846.55;772.1;255.4;411;708.8
491;444.505;403.5;207.2522617;0.2649991;0.001092426;0.201578722;5.941007194;0.108013676;-0.114836501;914;864.1;857.1;805.1;758.3;236.8;403.5;659.2
492;348.35;265.5;196.1004016;0.284994546;0.001592474;0.223018516;1.581298999;0.136642082;-0.127060443;924;876.19;826.12;799.15;713.3;206;265.5;508.4
493;405.83;340.5;174.3420807;0.235227312;0.000927391;0.181770199;3.520666255;0.086864261;-0.08592479;828;802.18;781.26;730;694.1;256.4;340.5;624.4
494;469.175;449.5;210.7844263;0.256719295;0.001014272;0.202796132;6.801295097;0.103552498;-0.112684719;880;862.05;834.02;788;741.3;235.6;449.5;701
495;563.34;611;221.7913308;0.224911776;0.000778924;0.176127561;2.162392634;0.08333811;-0.09513202;1018;946.6;907.64;875.35;827.4;316.8;611;763.2
496;432.4;365.5;187.2690311;0.244815564;0.000942557;0.192948659;3.921242124;0.092724128;-0.096589541;816;787.04;781.04;746.5;711.1;258;365.5;639.4
497;511.155;513.5;204.2043853;0.229595573;0.000801995;0.178119602;4.762900465;0.083719886;-0.093195215;991;880.09;860.34;793.25;770.1;303.6;513.5;721
498;578.79;696.5;254.4860819;0.246901899;0.000971478;0.20431184;1.427377932;0.105725144;-0.123436537;1063;943.23;933.04;911.05;853.8;282;696.5;813.8
499;702.795;724;124.2963514;0.096366046;0.000157183;0.067637149;4.343805618;0.016832355;-0.018581377;988;927.12;902.18;867;838;600.8;724;802.2
500;539.925;598;207.3143974;0.219229106;0.000740865;0.170911469;3.823485899;0.078839247;-0.089819863;1078;875.42;870;819.05;777.2;317;598;738.2
501;577.025;570;236.2094502;0.234239374;0.000842078;0.185083185;1.873516571;0.088569955;-0.099670849;1125;1006.12;949.82;887.5;866.8;328.8;570;817.2
502;763.715;783;141.8817246;0.091040342;0.000173435;0.060891661;3.508649431;0.020176139;-0.024974584;1099;998.31;971.18;916.05;903.2;715.8;783;857.6
503;632.405;690;190.1141788;0.169750121;0.000454135;0.128079435;2.493218999;0.04876677;-0.055078777;1120;976.36;928.44;888.15;840.1;414;690;791.8
504;740.28;779.5;181.7403962;0.116158683;0.000302871;0.079958934;3.23971922;0.037521352;-0.050613698;1124;1010.31;987.08;906.45;879;707;779.5;852.2
505;725.16;764.5;148.2749959;0.110885115;0.000210095;0.080365437;3.067378544;0.022629786;-0.025061118;1032;964.25;929.24;909.05;888;578;764.5;836.2
506;447.12;364;243.8513391;0.299374553;0.001494683;0.237072822;1.335402593;0.1415853;-0.144959253;1033;934.75;914.18;854.1;821.5;227.6;364;763.4
507;801.32;794;85.78547429;0.058205087;5.76E-05;0.041142116;3.845704302;0.005826978;-0.005999411;1062;1019.04;994.06;949;903.5;740;794;868.2
508;807.295;801;86.27286929;0.058059167;5.74E-05;0.040077419;3.926484102;0.005766988;-0.005880527;1084;1022.01;1009.26;953.1;912;742;801;874.4
509;766.565;796;139.1197174;0.093038849;0.000165511;0.064434425;3.402923905;0.018497498;-0.021480655;1045;971.15;962.18;929;904.9;715.2;796;860.2
510;719.23;755.5;150.7498163;0.115404043;0.000220762;0.082371286;3.039419604;0.023773334;-0.026559429;1090;984.06;955;927;886.1;596.2;755.5;831
511;772.04;789;127.1572192;0.085583389;0.000136317;0.058523134;3.438082077;0.015101475;-0.01749507;1060;978.33;967.12;944.15;905.2;709.4;789;859.4
512;753.24;769;124.493142;0.086376255;0.000137269;0.058423344;3.333494822;0.014991271;-0.016901986;981;964.13;953.04;920.15;887;704;769;838.8
513;742.535;774.5;159.7267629;0.104900341;0.000232524;0.071442457;3.288784755;0.027469309;-0.034465261;992;973.01;965.04;937.05;888.2;700.8;774.5;839
514;755.76;778.5;151.0570833;0.098443818;0.000200753;0.065903726;3.320726444;0.023127493;-0.027943008;1051;977.44;965.12;934.3;906.3;713;778.5;846.2
515;800.48;807.5;90.36293267;0.059410479;6.40E-05;0.041585299;3.578796397;0.006795995;-0.007408112;1036;985.36;943.62;914.45;897.1;735.4;807.5;871
516;795.535;784;77.37666816;0.05460448;4.75E-05;0.038690001;3.87027845;0.004681872;-0.004654273;1036;996.32;988.02;922.15;896.3;731.6;784;866.6
517;803.495;792.5;73.63816928;0.05130732;4.22E-05;0.035982987;4.084195438;0.004170531;-0.004158133;998;984.11;960.46;936.05;911.4;743.6;792.5;862.4
518;802.57;795;75.92249403;0.051235344;4.50E-05;0.036027013;3.882299546;0.004362023;-0.004278825;1196;1011.16;978.34;927.05;894;743.8;795;861
519;787.67;793;109.761747;0.071580103;9.76E-05;0.047964059;3.773655847;0.010397433;-0.011402584;1121;1062.14;1007.36;917.2;891.2;729.8;793;868
520;798.075;792;90.93233405;0.060331767;6.52E-05;0.041067725;3.72079467;0.006695917;-0.007059029;1066;1045.05;1012.1;952.25;896.9;731.8;792;866.2
521;793.99;781;99.77690063;0.066181438;7.94E-05;0.045239172;3.933166927;0.008108943;-0.008513012;1145;1028.27;1011.04;967.55;925;727.8;781;865.6
522;805.82;805.5;86.73665661;0.057128887;5.82E-05;0.039400859;4.022432262;0.00607986;-0.006502359;1005;987.14;966.06;951.2;912.4;748;805.5;870.2
523;796.855;789;85.18282676;0.056892126;5.74E-05;0.039683129;3.9967999;0.005783524;-0.005952542;1111;1047.03;979.06;931.05;894.2;730.6;789;860.6
524;798.115;796;86.0735254;0.058732983;5.84E-05;0.039733748;3.890889962;0.005907969;-0.006059192;1060;990.28;980.12;947.15;908.5;742;796;864.4
525;808.31;799;77.78543501;0.053044315;4.65E-05;0.037079462;3.930830517;0.004546823;-0.004485189;1041;1029.06;1025.08;950.3;908.2;746.2;799;869
526;796.52;794;66.01961527;0.046492932;3.45E-05;0.032708532;4.034465345;0.003428326;-0.003433565;971;954.11;937.26;916;883.1;743;794;850
527;792.33;796.5;93.956698;0.062781795;7.07E-05;0.042964106;3.675800712;0.007343234;-0.007805889;1068;1007.28;982.02;935.05;889;735.4;796.5;854.2
528;799.085;793;73.72243739;0.05197479;4.28E-05;0.037089421;4.010825355;0.004251967;-0.004267174;979;966.13;949.06;925.15;904.2;738.6;793;865.2
529;808.62;805.5;85.65159426;0.055931958;5.64E-05;0.037931785;3.950653297;0.005764673;-0.006039601;1068;1036.07;1021.06;955.35;912.2;751.8;805.5;861.2
530;782.9;793;97.49076879;0.06361285;7.79E-05;0.043338868;3.720527769;0.00839442;-0.009336343;1047;988.46;938.32;912.2;882;730.8;793;849.2
531;812.8;809;77.87040516;0.052278051;4.61E-05;0.036974656;4.089284591;0.004520411;-0.004482556;1192;997.76;966.36;951.1;904.1;750.8;809;874.2
532;807.47;801;77.73370633;0.053746827;4.66E-05;0.038319752;3.92643316;0.004577336;-0.004541263;1047;997.27;991.08;966.1;901.4;736;801;863.2
533;801.01;801.5;74.13312283;0.050399745;4.30E-05;0.035286701;3.791119599;0.004241049;-0.004225254;1097;1037.06;972.78;926.35;876.1;745.8;801.5;853.4
534;806.585;801.5;83.365777;0.056007953;5.37E-05;0.0396735;3.994030222;0.00543957;-0.005624197;1070;1031.13;1010.02;930.15;900.2;739.8;801.5;877.2
535;798.495;795.5;70.4244274;0.049058134;3.91E-05;0.034264303;3.869900108;0.003857097;-0.003841028;1050;961.42;949.12;931.1;891.5;742.8;795.5;851.6
536;804.59;794.5;75.57805171;0.052127419;4.43E-05;0.036993065;4.026762483;0.004334391;-0.004277182;1092;989.83;971.16;938.25;903.4;737.6;794.5;868
537;763.855;792.5;161.8863304;0.099073941;0.000225707;0.065888487;3.431134008;0.027520084;-0.036454829;1089;1052.07;993.48;941.25;904.1;731;792.5;854.6
538;803.385;800.5;79.36974723;0.054377011;4.90E-05;0.038243246;3.851745404;0.004840567;-0.004832446;1129;1009.48;970.44;935.15;894.4;736.8;800.5;869
539;781.82;785;111.8820701;0.068066754;0.000102909;0.044478908;3.664511407;0.01188026;-0.014712761;1105;1000.29;962.06;940.05;892.1;738.6;785;848.4
