-1	114296.77463968121	203404.83225154312	[1,1,1,1,1]
2	91630.370903708	207550.50590806102	[1.0,1.184020925011063,1.119351913122803,1.0171016219467581,1.0825061937502944]
6	52209.91430696126	119339.45559080043	[1.0,1.2208178900885676,0.9821743062433499,0.9393471982135203,0.9412930411485116]
9	47809.75974412645	79465.37561994579	[1.0,1.12743605625642,0.9819941559968747,1.014715204501344,0.8391020904200378]
10	15427.604685856426	19410.211014747892	[1.0,1.342860605672582,1.0283420583984315,1.0053523818491021,0.8625506940942369]
23	14597.200876814448	11005.586108841535	[1.0,1.2268659217566276,0.8831920237949957,0.8817445430464806,0.7968649541069541]
53	12377.804622635102	8519.901054348507	[1.0,1.0941486696360174,0.690602285946799,0.6944551113571173,0.853623780786776]
66	10759.42644405449	7265.244114037388	[1.0,1.0191824521363544,0.6836996764648287,0.6383073726801239,0.8970769730819803]
81	10256.035251526213	8783.153141946965	[1.0,1.1440439340256594,0.7449691200720079,0.5416593776383656,1.1147369109489687]
82	9519.734702726124	5281.964962892334	[1.0,1.1498727565887361,0.8523970578490755,0.5803777730254103,1.126003412563325]
188	8175.659856968948	3277.5359563565994	[1.0,1.0059132132599364,0.6401946309197841,0.6138696073592886,0.8917671312290311]
